customer_id,tenure_months,login_frequency,monthly_charges,R_score,F_score,M_score,RFM_score,customer_segment
C12352,26,28,395.76,4,5,2,11,Loyal
C12353,26,10,458.29,4,2,2,8,Potential Loyal
C12355,19,12,1195.63,3,2,5,10,Loyal
C12356,10,4,773.84,2,1,4,7,Potential Loyal
C12357,11,17,804.41,2,3,4,9,Potential Loyal
C12358,24,11,600.41,4,2,3,9,Potential Loyal
C12362,15,0,448.81,2,1,2,5,At Risk
C12363,31,4,302.1,5,1,1,7,Potential Loyal
C12365,9,9,877.3,2,1,4,7,Potential Loyal
C12366,16,27,1218.05,3,5,5,13,High Value
C12367,30,10,1311.39,5,2,5,12,Loyal
C12368,4,12,355.19,1,2,1,4,Low Engagement
C12369,2,24,1125.47,1,5,5,11,Loyal
C12370,26,25,1045.1,4,5,5,14,High Value
C12373,27,7,480.9,4,1,3,8,Potential Loyal
C12374,18,16,316.59,3,3,1,7,Potential Loyal
C12376,3,13,750.25,1,2,4,7,Potential Loyal
C12377,33,24,421.55,5,5,2,12,Loyal
C12378,35,10,1380.63,5,2,5,12,Loyal
C12379,18,26,333.26,3,5,1,9,Potential Loyal
C12380,30,18,403.53,5,3,2,10,Loyal
C12382,14,9,473.36,2,1,2,5,At Risk
C12383,33,26,459.5,5,5,2,12,Loyal
C12384,18,4,1042.94,3,1,5,9,Potential Loyal
C12385,34,7,799.11,5,1,4,10,Loyal
C12387,14,21,1260.49,2,4,5,11,Loyal
C12388,19,16,690.36,3,3,3,9,Potential Loyal
C12389,30,18,599.81,5,3,3,11,Loyal
C12390,5,6,735.01,1,1,4,6,At Risk
C12391,21,6,443.12,3,1,2,6,At Risk
C12392,23,25,798.19,4,5,4,13,High Value
C12393,22,12,343.36,3,2,1,6,At Risk
C12394,32,26,313.61,5,5,1,11,Loyal
C12395,25,12,1124.93,4,2,5,11,Loyal
C12399,1,14,680.88,1,2,3,6,At Risk
C12400,36,13,682.99,5,2,3,10,Loyal
C12401,20,19,371.91,3,4,1,8,Potential Loyal
C12402,28,20,1330.31,4,4,5,13,High Value
C12403,30,20,852.36,5,4,4,13,High Value
C12404,26,16,461.25,4,3,2,9,Potential Loyal
C12405,7,6,410.11,1,1,2,4,Low Engagement
C12406,31,23,377.61,5,5,1,11,Loyal
C12407,22,29,1368.53,3,5,5,13,High Value
C12408,10,3,1426.07,2,1,5,8,Potential Loyal
C12409,27,18,859.83,4,3,4,11,Loyal
C12410,23,14,896.16,4,2,4,10,Loyal
C12411,27,28,1238.65,4,5,5,14,High Value
C12413,12,25,779.34,2,5,4,11,Loyal
C12414,21,21,318.64,3,4,1,8,Potential Loyal
C12415,30,8,495.69,5,1,3,9,Potential Loyal
C12416,26,11,691.81,4,2,3,9,Potential Loyal
C12417,26,1,309.84,4,1,1,6,At Risk
C12418,16,15,427.96,3,3,2,8,Potential Loyal
C12419,12,14,838.6,2,2,4,8,Potential Loyal
C12420,24,16,842.3,4,3,4,11,Loyal
C12421,35,14,1136.93,5,2,5,12,Loyal
C12424,35,22,1310.29,5,4,5,14,High Value
C12425,25,11,495.78,4,2,3,9,Potential Loyal
C12427,31,13,836.92,5,2,4,11,Loyal
C12428,6,10,328.39,1,2,1,4,Low Engagement
C12429,19,14,442.98,3,2,2,7,Potential Loyal
C12430,21,8,346.51,3,1,1,5,At Risk
C12431,25,14,427.15,4,2,2,8,Potential Loyal
C12432,6,4,305.85,1,1,1,3,Low Engagement
C12434,12,9,770.4,2,1,4,7,Potential Loyal
C12435,10,23,851.08,2,5,4,11,Loyal
C12436,25,8,658.38,4,1,3,8,Potential Loyal
C12437,4,27,859.6,1,5,4,10,Loyal
C12440,9,20,455.01,2,4,2,8,Potential Loyal
C12442,10,8,1458.88,2,1,5,8,Potential Loyal
C12443,28,16,1042.83,4,3,5,12,Loyal
C12444,8,19,803.96,2,4,4,10,Loyal
C12445,5,21,861.51,1,4,4,9,Potential Loyal
C12446,1,16,470.66,1,3,2,6,At Risk
C12447,17,13,334.7,3,2,1,6,At Risk
C12449,4,18,629.07,1,3,3,7,Potential Loyal
C12450,26,30,1239.1,4,5,5,14,High Value
C12451,14,11,705.21,2,2,3,7,Potential Loyal
C12454,16,22,401.59,3,4,2,9,Potential Loyal
C12456,29,7,369.66,4,1,1,6,At Risk
C12459,13,6,302.78,2,1,1,4,Low Engagement
C12460,34,4,309.32,5,1,1,7,Potential Loyal
C12463,23,19,323.27,4,4,1,9,Potential Loyal
C12465,27,10,412.18,4,2,2,8,Potential Loyal
C12466,20,19,1069.88,3,4,5,12,Loyal
C12467,10,25,1382.7,2,5,5,12,Loyal
C12468,29,22,836.25,4,4,4,12,Loyal
C12470,32,12,482.31,5,2,3,10,Loyal
C12472,4,25,1272.59,1,5,5,11,Loyal
C12473,36,10,652.54,5,2,3,10,Loyal
C12474,23,25,408.21,4,5,2,11,Loyal
C12475,0,14,1085.34,1,2,5,8,Potential Loyal
C12477,12,16,345.53,2,3,1,6,At Risk
C12478,9,15,754.62,2,3,4,9,Potential Loyal
C12479,25,0,698.53,4,1,3,8,Potential Loyal
C12481,27,15,478.87,4,3,3,10,Loyal
C12482,29,29,454.04,4,5,2,11,Loyal
C12483,25,18,1207.34,4,3,5,12,Loyal
C12484,3,15,705.57,1,3,3,7,Potential Loyal
C12486,18,29,770.16,3,5,4,12,Loyal
C12488,5,20,327.18,1,4,1,6,At Risk
C12489,0,14,329.4,1,2,1,4,Low Engagement
C12491,29,12,1334.34,4,2,5,11,Loyal
C12493,13,16,682.29,2,3,3,8,Potential Loyal
C12494,4,12,1339.55,1,2,5,8,Potential Loyal
C12495,23,17,635.5,4,3,3,10,Loyal
C12496,9,17,851.78,2,3,4,9,Potential Loyal
C12497,10,15,427.49,2,3,2,7,Potential Loyal
C12498,17,25,637.02,3,5,3,11,Loyal
C12499,31,8,1454.47,5,1,5,11,Loyal
C12500,25,2,731.8,4,1,4,9,Potential Loyal
C12501,11,19,1355.49,2,4,5,11,Loyal
C12502,29,17,1370.69,4,3,5,12,Loyal
C12503,4,11,758.02,1,2,4,7,Potential Loyal
C12504,16,11,840.38,3,2,4,9,Potential Loyal
C12505,10,14,1130.91,2,2,5,9,Potential Loyal
C12506,32,5,465.94,5,1,2,8,Potential Loyal
C12507,11,16,1242.76,2,3,5,10,Loyal
C12508,15,3,333.16,2,1,1,4,Low Engagement
C12510,34,25,1432.1,5,5,5,15,High Value
C12511,21,21,822.64,3,4,4,11,Loyal
C12512,28,21,469.64,4,4,2,10,Loyal
C12513,3,13,866.81,1,2,4,7,Potential Loyal
C12515,22,15,725.49,3,3,3,9,Potential Loyal
C12516,34,27,369.11,5,5,1,11,Loyal
C12517,17,7,721.23,3,1,3,7,Potential Loyal
C12518,28,23,741.17,4,5,4,13,High Value
C12519,8,3,638.05,2,1,3,6,At Risk
C12520,1,11,351.46,1,2,1,4,Low Engagement
C12522,25,14,809.65,4,2,4,10,Loyal
C12524,5,17,420.56,1,3,2,6,At Risk
C12525,35,4,1377.83,5,1,5,11,Loyal
C12526,33,23,789.04,5,5,4,14,High Value
C12527,34,23,805.23,5,5,4,14,High Value
C12528,23,23,1179.43,4,5,5,14,High Value
C12529,10,27,1312.74,2,5,5,12,Loyal
C12530,23,11,826.27,4,2,4,10,Loyal
C12531,21,0,344.64,3,1,1,5,At Risk
C12532,21,24,341.8,3,5,1,9,Potential Loyal
C12533,11,21,678.95,2,4,3,9,Potential Loyal
C12534,36,10,1152.14,5,2,5,12,Loyal
C12535,12,8,443.6,2,1,2,5,At Risk
C12537,15,22,480.07,2,4,3,9,Potential Loyal
C12538,17,18,426.82,3,3,2,8,Potential Loyal
C12539,34,17,459.38,5,3,2,10,Loyal
C12540,8,24,321.94,2,5,1,8,Potential Loyal
C12541,15,17,1217.79,2,3,5,10,Loyal
C12542,18,7,332.51,3,1,1,5,At Risk
C12543,27,10,1236.4,4,2,5,11,Loyal
C12544,8,5,379.18,2,1,1,4,Low Engagement
C12547,17,11,629.12,3,2,3,8,Potential Loyal
C12548,24,12,773.6,4,2,4,10,Loyal
C12549,22,16,351.74,3,3,1,7,Potential Loyal
C12551,29,13,1099.18,4,2,5,11,Loyal
C12552,9,21,449.08,2,4,2,8,Potential Loyal
C12553,6,29,461.14,1,5,2,8,Potential Loyal
C12555,21,13,371.3,3,2,1,6,At Risk
C12556,20,19,752.03,3,4,4,11,Loyal
C12557,26,3,827.51,4,1,4,9,Potential Loyal
C12558,1,12,334.21,1,2,1,4,Low Engagement
C12561,1,4,1058.07,1,1,5,7,Potential Loyal
C12562,13,29,605.04,2,5,3,10,Loyal
C12563,31,24,475.92,5,5,3,13,High Value
C12564,20,5,1057.76,3,1,5,9,Potential Loyal
C12566,24,24,886.22,4,5,4,13,High Value
C12567,10,11,436.8,2,2,2,6,At Risk
C12568,20,7,329.96,3,1,1,5,At Risk
C12570,20,26,678.57,3,5,3,11,Loyal
C12571,19,15,336.66,3,3,1,7,Potential Loyal
C12573,5,8,388.47,1,1,2,4,Low Engagement
C12574,28,25,1064.06,4,5,5,14,High Value
C12577,26,21,475.47,4,4,3,11,Loyal
C12578,21,21,299.36,3,4,1,8,Potential Loyal
C12580,32,24,757.24,5,5,4,14,High Value
C12582,2,4,481.23,1,1,3,5,At Risk
C12583,16,11,697.87,3,2,3,8,Potential Loyal
C12584,36,27,605.48,5,5,3,13,High Value
C12585,0,18,637.92,1,3,3,7,Potential Loyal
C12586,12,24,876.38,2,5,4,11,Loyal
C12588,29,24,1203.79,4,5,5,14,High Value
C12589,35,30,457.54,5,5,2,12,Loyal
C12590,6,17,732.94,1,3,4,8,Potential Loyal
C12591,24,25,383.5,4,5,1,10,Loyal
C12592,36,11,736.47,5,2,4,11,Loyal
C12593,30,4,1290.23,5,1,5,11,Loyal
C12594,35,8,793.78,5,1,4,10,Loyal
C12595,30,20,439.53,5,4,2,11,Loyal
C12596,1,4,491.31,1,1,3,5,At Risk
C12597,35,22,805.47,5,4,4,13,High Value
C12598,7,26,1309.25,1,5,5,11,Loyal
C12599,15,11,1394.29,2,2,5,9,Potential Loyal
C12600,28,18,498.02,4,3,3,10,Loyal
C12601,9,30,382.04,2,5,1,8,Potential Loyal
C12602,17,13,420.06,3,2,2,7,Potential Loyal
C12605,19,20,356.55,3,4,1,8,Potential Loyal
C12606,20,8,1299.55,3,1,5,9,Potential Loyal
C12607,16,21,381.09,3,4,1,8,Potential Loyal
C12608,34,8,891.24,5,1,4,10,Loyal
C12610,31,34,797.72,5,5,4,14,High Value
C12611,16,26,1050.21,3,5,5,13,High Value
C12613,19,14,354.05,3,2,1,6,At Risk
C12614,18,26,1082.52,3,5,5,13,High Value
C12615,5,13,368.75,1,2,1,4,Low Engagement
C12616,9,12,604.2,2,2,3,7,Potential Loyal
C12617,30,8,405.51,5,1,2,8,Potential Loyal
C12618,17,4,492.68,3,1,3,7,Potential Loyal
C12619,35,20,848.39,5,4,4,13,High Value
C12620,18,19,498.84,3,4,3,10,Loyal
C12621,31,15,888.03,5,3,4,12,Loyal
C12626,3,11,849.82,1,2,4,7,Potential Loyal
C12628,34,16,816.9,5,3,4,12,Loyal
C12629,11,26,378.75,2,5,1,8,Potential Loyal
C12630,33,15,733.52,5,3,4,12,Loyal
C12632,15,9,876.88,2,1,4,7,Potential Loyal
C12633,12,0,1472.1,2,1,5,8,Potential Loyal
C12634,10,19,828.81,2,4,4,10,Loyal
C12635,15,1,885.01,2,1,4,7,Potential Loyal
C12636,30,8,419.17,5,1,2,8,Potential Loyal
C12638,19,15,754.49,3,3,4,10,Loyal
C12639,21,18,704.47,3,3,3,9,Potential Loyal
C12640,9,22,824.99,2,4,4,10,Loyal
C12641,24,12,799.45,4,2,4,10,Loyal
C12642,33,11,406.36,5,2,2,9,Potential Loyal
C12643,33,0,1218.8,5,1,5,11,Loyal
C12644,34,14,649.93,5,2,3,10,Loyal
C12645,33,19,358.79,5,4,1,10,Loyal
C12646,14,23,1162.7,2,5,5,12,Loyal
C12648,3,6,396.2,1,1,2,4,Low Engagement
C12649,34,11,385.12,5,2,1,8,Potential Loyal
C12650,28,10,485.09,4,2,3,9,Potential Loyal
C12651,10,17,462.73,2,3,2,7,Potential Loyal
C12652,13,0,1365.3,2,1,5,8,Potential Loyal
C12653,7,12,793.37,1,2,4,7,Potential Loyal
C12655,6,7,879.61,1,1,4,6,At Risk
C12657,28,12,1400.25,4,2,5,11,Loyal
C12658,27,22,386.14,4,4,1,9,Potential Loyal
C12659,0,7,379.61,1,1,1,3,Low Engagement
C12660,33,5,466.47,5,1,2,8,Potential Loyal
C12661,26,21,458.96,4,4,2,10,Loyal
C12663,9,14,637.34,2,2,3,7,Potential Loyal
C12664,8,4,1405.27,2,1,5,8,Potential Loyal
C12665,32,7,1155.93,5,1,5,11,Loyal
C12666,5,29,417.33,1,5,2,8,Potential Loyal
C12668,27,26,442.96,4,5,2,11,Loyal
C12669,8,18,308.02,2,3,1,6,At Risk
C12670,15,1,472.0,2,1,2,5,At Risk
C12671,10,7,381.7,2,1,1,4,Low Engagement
C12672,28,6,671.09,4,1,3,8,Potential Loyal
C12673,20,12,307.22,3,2,1,6,At Risk
C12674,30,20,782.34,5,4,4,13,High Value
C12676,16,14,869.99,3,2,4,9,Potential Loyal
C12679,23,19,765.93,4,4,4,12,Loyal
C12683,23,19,1228.87,4,4,5,13,High Value
C12684,30,13,846.56,5,2,4,11,Loyal
C12686,0,22,776.97,1,4,4,9,Potential Loyal
C12687,25,11,438.15,4,2,2,8,Potential Loyal
C12688,36,8,823.8,5,1,4,10,Loyal
C12690,7,31,700.35,1,5,3,9,Potential Loyal
C12691,34,18,891.47,5,3,4,12,Loyal
C12692,8,7,1136.96,2,1,5,8,Potential Loyal
C12693,27,24,676.84,4,5,3,12,Loyal
C12695,1,14,1043.57,1,2,5,8,Potential Loyal
C12696,31,6,1099.31,5,1,5,11,Loyal
C12697,7,16,409.99,1,3,2,6,At Risk
C12699,15,20,694.49,2,4,3,9,Potential Loyal
C12700,2,29,470.98,1,5,2,8,Potential Loyal
C12701,27,17,1030.45,4,3,5,12,Loyal
C12702,24,14,841.51,4,2,4,10,Loyal
C12704,31,19,429.63,5,4,2,11,Loyal
C12705,15,11,475.94,2,2,3,7,Potential Loyal
C12706,18,17,442.31,3,3,2,8,Potential Loyal
C12707,1,20,401.09,1,4,2,7,Potential Loyal
C12708,15,19,702.22,2,4,3,9,Potential Loyal
C12709,12,19,328.68,2,4,1,7,Potential Loyal
C12711,10,15,1326.58,2,3,5,10,Loyal
C12712,32,31,863.76,5,5,4,14,High Value
C12713,27,14,371.28,4,2,1,7,Potential Loyal
C12714,15,14,302.94,2,2,1,5,At Risk
C12715,7,19,1423.98,1,4,5,10,Loyal
C12717,25,19,370.64,4,4,1,9,Potential Loyal
C12719,25,16,388.5,4,3,2,9,Potential Loyal
C12720,20,15,886.46,3,3,4,10,Loyal
C12721,5,9,888.38,1,1,4,6,At Risk
C12722,22,4,1197.94,3,1,5,9,Potential Loyal
C12723,3,15,639.63,1,3,3,7,Potential Loyal
C12725,2,25,1189.92,1,5,5,11,Loyal
C12729,12,11,495.18,2,2,3,7,Potential Loyal
C12730,31,5,456.84,5,1,2,8,Potential Loyal
C12731,12,25,1301.14,2,5,5,12,Loyal
C12732,10,25,437.79,2,5,2,9,Potential Loyal
C12733,6,15,342.4,1,3,1,5,At Risk
C12734,5,6,656.49,1,1,3,5,At Risk
C12735,7,20,1284.16,1,4,5,10,Loyal
C12736,13,6,492.13,2,1,3,6,At Risk
C12737,30,5,1146.06,5,1,5,11,Loyal
C12738,29,16,474.59,4,3,2,9,Potential Loyal
C12739,34,29,339.08,5,5,1,11,Loyal
C12740,29,17,368.98,4,3,1,8,Potential Loyal
C12742,22,13,764.61,3,2,4,9,Potential Loyal
C12743,11,19,459.47,2,4,2,8,Potential Loyal
C12748,28,12,1373.59,4,2,5,11,Loyal
C12749,11,25,418.5,2,5,2,9,Potential Loyal
C12750,9,22,620.62,2,4,3,9,Potential Loyal
C12751,31,21,485.54,5,4,3,12,Loyal
C12752,29,25,1017.98,4,5,5,14,High Value
C12753,30,23,306.65,5,5,1,11,Loyal
C12754,33,19,828.77,5,4,4,13,High Value
C12755,12,18,791.64,2,3,4,9,Potential Loyal
C12756,6,13,1403.93,1,2,5,8,Potential Loyal
C12757,7,25,894.26,1,5,4,10,Loyal
C12758,4,17,362.24,1,3,1,5,At Risk
C12759,17,10,717.79,3,2,3,8,Potential Loyal
C12760,4,21,488.23,1,4,3,8,Potential Loyal
C12761,8,23,377.47,2,5,1,8,Potential Loyal
C12762,32,8,469.28,5,1,2,8,Potential Loyal
C12763,1,13,767.57,1,2,4,7,Potential Loyal
C12765,31,13,351.34,5,2,1,8,Potential Loyal
C12766,29,16,665.53,4,3,3,10,Loyal
C12768,3,11,1058.77,1,2,5,8,Potential Loyal
C12769,17,4,1015.02,3,1,5,9,Potential Loyal
C12771,4,7,349.71,1,1,1,3,Low Engagement
C12773,33,18,654.47,5,3,3,11,Loyal
C12774,4,13,786.66,1,2,4,7,Potential Loyal
C12775,29,23,875.45,4,5,4,13,High Value
C12776,2,20,326.92,1,4,1,6,At Risk
C12777,8,5,495.08,2,1,3,6,At Risk
C12778,34,22,403.9,5,4,2,11,Loyal
C12779,18,22,756.06,3,4,4,11,Loyal
C12780,1,21,366.65,1,4,1,6,At Risk
C12781,18,15,433.39,3,3,2,8,Potential Loyal
C12783,26,7,343.37,4,1,1,6,At Risk
C12784,8,7,884.94,2,1,4,7,Potential Loyal
C12785,11,5,486.18,2,1,3,6,At Risk
C12786,30,21,637.21,5,4,3,12,Loyal
C12788,30,3,491.05,5,1,3,9,Potential Loyal
C12789,29,6,370.84,4,1,1,6,At Risk
C12790,7,12,299.98,1,2,1,4,Low Engagement
C12791,15,16,1253.47,2,3,5,10,Loyal
C12795,17,10,442.08,3,2,2,7,Potential Loyal
C12796,30,15,343.38,5,3,1,9,Potential Loyal
C12798,26,10,1198.94,4,2,5,11,Loyal
C12799,20,21,353.06,3,4,1,8,Potential Loyal
C12800,23,10,749.84,4,2,4,10,Loyal
C12804,2,23,659.34,1,5,3,9,Potential Loyal
C12805,32,16,689.12,5,3,3,11,Loyal
C12806,34,5,1219.7,5,1,5,11,Loyal
C12807,10,27,1187.52,2,5,5,12,Loyal
C12808,20,26,678.33,3,5,3,11,Loyal
C12809,10,14,431.7,2,2,2,6,At Risk
C12810,22,13,688.86,3,2,3,8,Potential Loyal
C12811,15,17,628.12,2,3,3,8,Potential Loyal
C12812,5,26,466.58,1,5,2,8,Potential Loyal
C12813,26,25,392.42,4,5,2,11,Loyal
C12817,5,23,368.69,1,5,1,7,Potential Loyal
C12818,18,12,695.5,3,2,3,8,Potential Loyal
C12819,22,1,1482.4,3,1,5,9,Potential Loyal
C12820,10,10,332.76,2,2,1,5,At Risk
C12821,28,14,1467.54,4,2,5,11,Loyal
C12823,23,4,376.82,4,1,1,6,At Risk
C12824,35,6,319.77,5,1,1,7,Potential Loyal
C12825,21,19,326.72,3,4,1,8,Potential Loyal
C12828,9,7,498.56,2,1,3,6,At Risk
C12829,34,17,613.71,5,3,3,11,Loyal
C12830,19,22,1123.32,3,4,5,12,Loyal
C12831,34,12,1144.73,5,2,5,12,Loyal
C12832,17,11,320.89,3,2,1,6,At Risk
C12834,26,14,862.8,4,2,4,10,Loyal
C12835,5,16,358.49,1,3,1,5,At Risk
C12836,11,15,1170.84,2,3,5,10,Loyal
C12837,21,10,611.15,3,2,3,8,Potential Loyal
C12838,26,26,332.39,4,5,1,10,Loyal
C12839,24,17,452.72,4,3,2,9,Potential Loyal
C12840,25,20,838.81,4,4,4,12,Loyal
C12841,8,6,320.42,2,1,1,4,Low Engagement
C12842,1,16,353.67,1,3,1,5,At Risk
C12843,0,21,753.81,1,4,4,9,Potential Loyal
C12844,32,5,1166.04,5,1,5,11,Loyal
C12845,17,15,439.89,3,3,2,8,Potential Loyal
C12846,18,11,1180.09,3,2,5,10,Loyal
C12848,13,29,870.35,2,5,4,11,Loyal
C12849,35,3,889.15,5,1,4,10,Loyal
C12851,29,22,1378.03,4,4,5,13,High Value
C12852,5,14,1434.65,1,2,5,8,Potential Loyal
C12853,16,18,340.9,3,3,1,7,Potential Loyal
C12854,5,22,336.06,1,4,1,6,At Risk
C12855,6,2,881.2,1,1,4,6,At Risk
C12856,5,20,313.91,1,4,1,6,At Risk
C12857,34,4,322.04,5,1,1,7,Potential Loyal
C12859,13,3,482.96,2,1,3,6,At Risk
C12860,23,31,426.16,4,5,2,11,Loyal
C12861,9,13,634.74,2,2,3,7,Potential Loyal
C12862,9,29,1388.32,2,5,5,12,Loyal
C12865,10,21,461.37,2,4,2,8,Potential Loyal
C12866,27,16,1440.17,4,3,5,12,Loyal
C12867,31,10,1210.66,5,2,5,12,Loyal
C12868,10,21,769.81,2,4,4,10,Loyal
C12869,27,28,410.97,4,5,2,11,Loyal
C12870,1,3,800.84,1,1,4,6,At Risk
C12871,9,20,314.98,2,4,1,7,Potential Loyal
C12872,15,15,347.45,2,3,1,6,At Risk
C12873,22,17,822.2,3,3,4,10,Loyal
C12874,7,19,800.19,1,4,4,9,Potential Loyal
C12877,33,22,1449.91,5,4,5,14,High Value
C12878,12,4,310.78,2,1,1,4,Low Engagement
C12879,1,5,463.32,1,1,2,4,Low Engagement
C12880,1,13,659.94,1,2,3,6,At Risk
C12882,8,10,833.44,2,2,4,8,Potential Loyal
C12883,20,18,379.07,3,3,1,7,Potential Loyal
C12884,27,14,1197.41,4,2,5,11,Loyal
C12885,19,25,337.67,3,5,1,9,Potential Loyal
C12886,8,18,1463.71,2,3,5,10,Loyal
C12887,11,21,706.33,2,4,3,9,Potential Loyal
C12888,28,25,421.5,4,5,2,11,Loyal
C12889,35,16,495.9,5,3,3,11,Loyal
C12891,34,11,1341.12,5,2,5,12,Loyal
C12892,26,17,393.33,4,3,2,9,Potential Loyal
C12893,29,15,1376.67,4,3,5,12,Loyal
C12894,25,22,1002.02,4,4,4,12,Loyal
C12895,25,7,1418.56,4,1,5,10,Loyal
C12896,14,4,359.87,2,1,1,4,Low Engagement
C12897,8,27,394.33,2,5,2,9,Potential Loyal
C12898,29,11,767.88,4,2,4,10,Loyal
C12899,15,15,705.19,2,3,3,8,Potential Loyal
C12900,10,27,1429.38,2,5,5,12,Loyal
C12901,9,31,669.48,2,5,3,10,Loyal
C12903,23,10,364.34,4,2,1,7,Potential Loyal
C12904,27,28,471.74,4,5,2,11,Loyal
C12905,32,8,768.04,5,1,4,10,Loyal
C12907,12,18,651.6,2,3,3,8,Potential Loyal
C12908,1,28,454.78,1,5,2,8,Potential Loyal
C12910,15,11,754.36,2,2,4,8,Potential Loyal
C12912,23,22,676.64,4,4,3,11,Loyal
C12913,29,5,425.61,4,1,2,7,Potential Loyal
C12915,19,8,480.55,3,1,3,7,Potential Loyal
C12916,33,21,1453.04,5,4,5,14,High Value
C12917,19,8,455.84,3,1,2,6,At Risk
C12918,10,20,607.04,2,4,3,9,Potential Loyal
C12919,8,16,304.45,2,3,1,6,At Risk
C12920,23,26,352.54,4,5,1,10,Loyal
C12921,3,22,344.89,1,4,1,6,At Risk
C12922,10,13,377.98,2,2,1,5,At Risk
C12923,10,10,770.75,2,2,4,8,Potential Loyal
C12924,8,17,1263.99,2,3,5,10,Loyal
C12925,32,9,741.81,5,1,4,10,Loyal
C12926,16,17,848.54,3,3,4,10,Loyal
C12927,1,15,630.16,1,3,3,7,Potential Loyal
C12929,24,16,350.07,4,3,1,8,Potential Loyal
C12930,11,5,300.97,2,1,1,4,Low Engagement
C12931,28,5,876.31,4,1,4,9,Potential Loyal
C12933,12,10,339.0,2,2,1,5,At Risk
C12934,36,24,390.35,5,5,2,12,Loyal
C12935,21,10,706.74,3,2,3,8,Potential Loyal
C12937,30,29,639.39,5,5,3,13,High Value
C12939,2,16,460.46,1,3,2,6,At Risk
C12940,15,26,480.42,2,5,3,10,Loyal
C12942,13,10,1423.46,2,2,5,9,Potential Loyal
C12943,19,1,420.85,3,1,2,6,At Risk
C12944,35,9,301.38,5,1,1,7,Potential Loyal
C12945,35,15,1412.01,5,3,5,13,High Value
C12946,24,23,894.78,4,5,4,13,High Value
C12947,16,17,1097.06,3,3,5,11,Loyal
C12950,5,17,446.73,1,3,2,6,At Risk
C12952,28,14,1477.87,4,2,5,11,Loyal
C12953,12,16,673.7,2,3,3,8,Potential Loyal
C12954,24,13,763.98,4,2,4,10,Loyal
C12958,6,18,429.92,1,3,2,6,At Risk
C12959,10,18,449.42,2,3,2,7,Potential Loyal
C12962,15,0,842.57,2,1,4,7,Potential Loyal
C12963,36,27,616.76,5,5,3,13,High Value
C12964,30,5,416.76,5,1,2,8,Potential Loyal
C12965,19,4,693.78,3,1,3,7,Potential Loyal
C12966,26,5,635.76,4,1,3,8,Potential Loyal
C12967,15,19,706.89,2,4,3,9,Potential Loyal
C12969,15,13,732.53,2,2,4,8,Potential Loyal
C12970,22,11,894.4,3,2,4,9,Potential Loyal
C12971,26,13,604.52,4,2,3,9,Potential Loyal
C12973,31,18,343.24,5,3,1,9,Potential Loyal
C12974,28,20,747.53,4,4,4,12,Loyal
C12975,26,26,1227.3,4,5,5,14,High Value
C12978,12,10,412.39,2,2,2,6,At Risk
C12979,24,19,668.57,4,4,3,11,Loyal
C12981,31,18,474.86,5,3,2,10,Loyal
C12982,5,13,330.03,1,2,1,4,Low Engagement
C12983,30,25,712.08,5,5,3,13,High Value
C12984,8,8,625.14,2,1,3,6,At Risk
C12985,23,10,470.96,4,2,2,8,Potential Loyal
C12986,15,12,661.78,2,2,3,7,Potential Loyal
C12988,15,9,1414.57,2,1,5,8,Potential Loyal
C12991,17,17,856.43,3,3,4,10,Loyal
C12992,24,12,355.24,4,2,1,7,Potential Loyal
C12993,8,8,383.7,2,1,1,4,Low Engagement
C12994,17,15,371.82,3,3,1,7,Potential Loyal
C12995,22,13,1157.8,3,2,5,10,Loyal
C12996,6,19,407.02,1,4,2,7,Potential Loyal
C12997,29,2,325.24,4,1,1,6,At Risk
C12999,28,11,354.57,4,2,1,7,Potential Loyal
C13000,31,16,434.23,5,3,2,10,Loyal
C13001,22,10,710.29,3,2,3,8,Potential Loyal
C13002,1,19,657.67,1,4,3,8,Potential Loyal
C13003,29,16,1130.5,4,3,5,12,Loyal
C13004,23,11,385.71,4,2,1,7,Potential Loyal
C13005,20,11,751.7,3,2,4,9,Potential Loyal
C13006,12,17,869.7,2,3,4,9,Potential Loyal
C13007,28,1,346.67,4,1,1,6,At Risk
C13011,31,14,402.26,5,2,2,9,Potential Loyal
C13013,29,16,845.29,4,3,4,11,Loyal
C13015,6,18,421.72,1,3,2,6,At Risk
C13017,22,8,377.56,3,1,1,5,At Risk
C13018,33,18,794.46,5,3,4,12,Loyal
C13019,35,0,878.76,5,1,4,10,Loyal
C13021,29,22,1468.49,4,4,5,13,High Value
C13022,4,9,410.48,1,1,2,4,Low Engagement
C13023,24,11,375.53,4,2,1,7,Potential Loyal
C13024,16,1,740.85,3,1,4,8,Potential Loyal
C13025,9,14,373.4,2,2,1,5,At Risk
C13026,1,7,353.84,1,1,1,3,Low Engagement
C13027,25,4,624.16,4,1,3,8,Potential Loyal
C13028,19,27,862.17,3,5,4,12,Loyal
C13030,32,7,1415.05,5,1,5,11,Loyal
C13032,31,16,308.88,5,3,1,9,Potential Loyal
C13033,21,21,695.58,3,4,3,10,Loyal
C13034,13,11,1006.71,2,2,5,9,Potential Loyal
C13035,34,9,464.69,5,1,2,8,Potential Loyal
C13036,12,23,788.87,2,5,4,11,Loyal
C13038,14,23,496.4,2,5,3,10,Loyal
C13040,9,17,1246.6,2,3,5,10,Loyal
C13041,1,18,847.63,1,3,4,8,Potential Loyal
