transaction_id,customer_id,transaction_date,amount,payment_status
T119551,C11150,2025-10-02,451.69,Paid
T119552,C11150,2025-11-01,435.32,Refunded
T119553,C11150,2025-12-01,448.31,Failed
T119554,C11150,2025-12-31,461.43,Paid
T119555,C11150,2026-01-30,460.56,Paid
T119556,C11150,2026-03-01,432.09,Paid
T119557,C11150,2026-03-31,439.44,Paid
T119558,C11150,2026-04-30,434.32,Paid
T119559,C11150,2026-05-30,456.48,Paid
T119560,C11150,2026-06-29,446.96,Paid
T119561,C11150,2026-07-29,433.36,Paid
T119562,C11151,2025-07-18,469.01,Paid
T119563,C11151,2025-08-17,484.56,Paid
T119564,C11151,2025-09-16,450.91,Paid
T119565,C11151,2025-10-16,451.06,Paid
T119566,C11151,2025-11-15,452.57,Refunded
T119567,C11151,2025-12-15,484.02,Paid
T119568,C11151,2026-01-14,472.83,Paid
T119569,C11151,2026-02-13,461.89,Paid
T119570,C11151,2026-03-15,453.07,Paid
T119571,C11151,2026-04-14,486.49,Paid
T119572,C11151,2026-05-14,463.36,Failed
T119573,C11151,2026-06-13,491.39,Paid
T119574,C11152,2026-08-10,1350.82,Paid
T119575,C11153,2025-06-21,1233.92,Paid
T119576,C11153,2025-07-21,1197.91,Paid
T119577,C11153,2025-08-20,1221.32,Paid
T119578,C11153,2025-09-19,1273.46,Paid
T119579,C11153,2025-10-19,1210.64,Paid
T119580,C11153,2025-11-18,1238.37,Paid
T119581,C11153,2025-12-18,1176.17,Paid
T119582,C11153,2026-01-17,1193.86,Paid
T119583,C11153,2026-02-16,1180.15,Paid
T119584,C11153,2026-03-18,1174.21,Paid
T119585,C11153,2026-04-17,1267.22,Paid
T119586,C11153,2026-05-17,1276.87,Paid
T119587,C11153,2026-06-16,1241.54,Failed
T119588,C11153,2026-07-16,1187.88,Paid
T119589,C11153,2026-08-15,1158.18,Paid
T119590,C11154,2024-01-26,318.62,Paid
T119591,C11154,2024-02-25,299.7,Paid
T119592,C11154,2024-03-26,309.38,Paid
T119593,C11154,2024-04-25,302.42,Paid
T119594,C11154,2024-05-25,324.05,Paid
T119595,C11154,2024-06-24,324.53,Paid
T119596,C11154,2024-07-24,310.88,Paid
T119597,C11154,2024-08-23,318.66,Paid
T119598,C11154,2024-09-22,301.59,Paid
T119599,C11154,2024-10-22,315.88,Paid
T119600,C11154,2024-11-21,321.06,Paid
T119601,C11154,2024-12-21,303.38,Paid
T119602,C11154,2025-01-20,319.06,Paid
T119603,C11154,2025-02-19,321.37,Paid
T119604,C11154,2025-03-21,300.54,Paid
T119605,C11154,2025-04-20,317.96,Paid
T119606,C11154,2025-05-20,323.27,Paid
T119607,C11154,2025-06-19,319.22,Paid
T119608,C11154,2025-07-19,301.69,Failed
T119609,C11154,2025-08-18,298.94,Paid
T119610,C11154,2025-09-17,309.58,Paid
T119611,C11154,2025-10-17,296.44,Paid
T119612,C11154,2025-11-16,305.2,Paid
T119613,C11154,2025-12-16,313.94,Failed
T119614,C11154,2026-01-15,302.74,Paid
T119615,C11154,2026-02-14,320.52,Paid
T119616,C11154,2026-03-16,315.21,Paid
T119617,C11154,2026-04-15,302.97,Paid
T119618,C11154,2026-05-15,309.63,Paid
T119619,C11154,2026-06-14,308.48,Failed
T119620,C11154,2026-07-14,320.16,Paid
T119621,C11154,2026-08-13,317.76,Refunded
T119622,C11155,2024-01-14,416.31,Failed
T119623,C11155,2024-02-13,425.77,Failed
T119624,C11155,2024-03-14,418.38,Paid
T119625,C11155,2024-04-13,426.97,Paid
T119626,C11155,2024-05-13,394.24,Paid
T119627,C11155,2024-06-12,400.0,Paid
T119628,C11155,2024-07-12,427.87,Failed
T119629,C11155,2024-08-11,407.43,Paid
T119630,C11155,2024-09-10,420.24,Paid
T119631,C11155,2024-10-10,392.51,Paid
T119632,C11155,2024-11-09,424.37,Paid
T119633,C11155,2024-12-09,390.28,Paid
T119634,C11156,2025-01-31,357.22,Paid
T119635,C11156,2025-03-02,384.89,Paid
T119636,C11156,2025-04-01,387.88,Paid
T119637,C11156,2025-05-01,386.67,Paid
T119638,C11156,2025-05-31,371.2,Paid
T119639,C11156,2025-06-30,357.92,Paid
T119640,C11156,2025-07-30,385.82,Paid
T119641,C11156,2025-08-29,367.35,Paid
T119642,C11156,2025-09-28,361.25,Paid
T119643,C11156,2025-10-28,382.94,Paid
T119644,C11156,2025-11-27,360.94,Paid
T119645,C11156,2025-12-27,376.08,Paid
T119646,C11156,2026-01-26,365.25,Paid
T119647,C11156,2026-02-25,359.42,Paid
T119648,C11156,2026-03-27,360.53,Paid
T119649,C11156,2026-04-26,387.32,Paid
T119650,C11156,2026-05-26,380.5,Paid
T119651,C11156,2026-06-25,377.05,Paid
T119652,C11156,2026-07-25,375.74,Failed
T119653,C11157,2026-04-18,395.72,Paid
T119654,C11157,2026-05-18,422.57,Paid
T119655,C11157,2026-06-17,418.25,Paid
T119656,C11157,2026-07-17,412.55,Paid
T119657,C11157,2026-08-16,415.74,Paid
T119658,C11158,2025-04-10,313.29,Paid
T119659,C11158,2025-05-10,300.6,Paid
T119660,C11158,2025-06-09,296.54,Paid
T119661,C11158,2025-07-09,309.72,Paid
T119662,C11158,2025-08-08,314.37,Paid
T119663,C11158,2025-09-07,316.4,Paid
T119664,C11158,2025-10-07,292.18,Paid
T119665,C11158,2025-11-06,289.74,Paid
T119666,C11158,2025-12-06,310.16,Paid
T119667,C11158,2026-01-05,301.64,Paid
T119668,C11158,2026-02-04,318.41,Paid
T119669,C11158,2026-03-06,295.63,Paid
T119670,C11158,2026-04-05,290.9,Paid
T119671,C11158,2026-05-05,306.42,Paid
T119672,C11158,2026-06-04,318.33,Paid
T119673,C11158,2026-07-04,294.43,Paid
T119674,C11158,2026-08-03,308.74,Paid
T119675,C11159,2024-04-23,1408.78,Paid
T119676,C11159,2024-05-23,1337.23,Paid
T119677,C11159,2024-06-22,1336.47,Paid
T119678,C11159,2024-07-22,1393.08,Paid
T119679,C11159,2024-08-21,1330.21,Paid
T119680,C11159,2024-09-20,1380.98,Paid
T119681,C11159,2024-10-20,1399.39,Paid
T119682,C11159,2024-11-19,1420.81,Paid
T119683,C11159,2024-12-19,1376.72,Paid
T119684,C11159,2025-01-18,1341.7,Paid
T119685,C11159,2025-02-17,1396.97,Paid
T119686,C11159,2025-03-19,1357.1,Paid
T119687,C11159,2025-04-18,1393.9,Paid
T119688,C11159,2025-05-18,1331.03,Paid
T119689,C11159,2025-06-17,1379.03,Paid
T119690,C11159,2025-07-17,1369.59,Failed
T119691,C11159,2025-08-16,1374.86,Paid
T119692,C11159,2025-09-15,1374.7,Paid
T119693,C11159,2025-10-15,1352.53,Paid
T119694,C11159,2025-11-14,1379.03,Paid
T119695,C11159,2025-12-14,1390.55,Failed
T119696,C11159,2026-01-13,1315.42,Paid
T119697,C11159,2026-02-12,1327.7,Paid
T119698,C11159,2026-03-14,1350.14,Paid
T119699,C11159,2026-04-13,1405.44,Paid
T119700,C11159,2026-05-13,1306.52,Paid
T119701,C11159,2026-06-12,1403.85,Paid
T119702,C11159,2026-07-12,1418.62,Paid
T119703,C11159,2026-08-11,1431.15,Refunded
T119704,C11160,2024-09-24,328.28,Paid
T119705,C11160,2024-10-24,303.36,Paid
T119706,C11160,2024-11-23,327.03,Paid
T119707,C11160,2024-12-23,311.11,Paid
T119708,C11160,2025-01-22,327.79,Paid
T119709,C11160,2025-02-21,321.31,Refunded
T119710,C11160,2025-03-23,332.82,Paid
T119711,C11160,2025-04-22,311.87,Paid
T119712,C11160,2025-05-22,309.86,Paid
T119713,C11160,2025-06-21,324.51,Paid
T119714,C11160,2025-07-21,327.08,Paid
T119715,C11160,2025-08-20,327.24,Paid
T119716,C11160,2025-09-19,302.41,Paid
T119717,C11160,2025-10-19,328.73,Paid
T119718,C11160,2025-11-18,312.61,Paid
T119719,C11160,2025-12-18,308.49,Paid
T119720,C11160,2026-01-17,317.68,Paid
T119721,C11160,2026-02-16,309.5,Paid
T119722,C11160,2026-03-18,309.81,Failed
T119723,C11160,2026-04-17,327.61,Paid
T119724,C11160,2026-05-17,320.41,Paid
T119725,C11160,2026-06-16,308.2,Paid
T119726,C11160,2026-07-16,329.63,Failed
T119727,C11160,2026-08-15,330.67,Paid
T119728,C11161,2026-07-22,438.95,Paid
T119729,C11161,2026-08-21,454.42,Paid
T119730,C11162,2024-02-20,1165.59,Paid
T119731,C11162,2024-03-21,1176.92,Failed
T119732,C11162,2024-04-20,1140.2,Paid
T119733,C11162,2024-05-20,1178.28,Paid
T119734,C11162,2024-06-19,1178.33,Paid
T119735,C11162,2024-07-19,1124.35,Paid
T119736,C11162,2024-08-18,1172.86,Paid
T119737,C11162,2024-09-17,1092.66,Paid
T119738,C11162,2024-10-17,1168.24,Paid
T119739,C11162,2024-11-16,1167.72,Paid
T119740,C11162,2024-12-16,1157.55,Failed
T119741,C11162,2025-01-15,1168.33,Paid
T119742,C11162,2025-02-14,1108.34,Paid
T119743,C11162,2025-03-16,1154.53,Paid
T119744,C11162,2025-04-15,1150.49,Paid
T119745,C11162,2025-05-15,1161.19,Paid
T119746,C11162,2025-06-14,1160.12,Paid
T119747,C11162,2025-07-14,1146.94,Paid
T119748,C11162,2025-08-13,1090.88,Paid
T119749,C11162,2025-09-12,1196.78,Paid
T119750,C11162,2025-10-12,1134.99,Paid
T119751,C11162,2025-11-11,1164.6,Paid
T119752,C11162,2025-12-11,1183.34,Paid
T119753,C11162,2026-01-10,1154.45,Paid
T119754,C11162,2026-02-09,1166.57,Paid
T119755,C11162,2026-03-11,1127.47,Paid
T119756,C11162,2026-04-10,1168.21,Paid
T119757,C11162,2026-05-10,1185.76,Paid
T119758,C11162,2026-06-09,1167.26,Paid
T119759,C11162,2026-07-09,1201.13,Paid
T119760,C11162,2026-08-08,1200.44,Refunded
T119761,C11163,2023-10-01,650.56,Paid
T119762,C11163,2023-10-31,639.02,Paid
T119763,C11163,2023-11-30,637.34,Paid
T119764,C11163,2023-12-30,664.1,Paid
T119765,C11163,2024-01-29,656.08,Refunded
T119766,C11163,2024-02-28,615.62,Paid
T119767,C11163,2024-03-29,635.64,Paid
T119768,C11163,2024-04-28,655.97,Paid
T119769,C11163,2024-05-28,608.99,Paid
T119770,C11163,2024-06-27,647.14,Refunded
T119771,C11163,2024-07-27,607.39,Paid
T119772,C11163,2024-08-26,644.17,Paid
T119773,C11163,2024-09-25,608.37,Paid
T119774,C11163,2024-10-25,644.8,Paid
T119775,C11163,2024-11-24,610.04,Paid
T119776,C11163,2024-12-24,611.19,Paid
T119777,C11163,2025-01-23,620.02,Paid
T119778,C11163,2025-02-22,642.1,Paid
T119779,C11163,2025-03-24,662.4,Paid
T119780,C11163,2025-04-23,649.71,Paid
T119781,C11163,2025-05-23,665.29,Paid
T119782,C11163,2025-06-22,667.21,Paid
T119783,C11163,2025-07-22,653.79,Paid
T119784,C11163,2025-08-21,634.8,Paid
T119785,C11163,2025-09-20,649.9,Paid
T119786,C11163,2025-10-20,637.8,Paid
T119787,C11163,2025-11-19,658.83,Paid
T119788,C11163,2025-12-19,652.88,Paid
T119789,C11163,2026-01-18,663.45,Paid
T119790,C11163,2026-02-17,655.05,Failed
T119791,C11163,2026-03-19,662.13,Paid
T119792,C11163,2026-04-18,659.76,Paid
T119793,C11163,2026-05-18,606.46,Paid
T119794,C11163,2026-06-17,626.93,Paid
T119795,C11163,2026-07-17,625.71,Paid
T119796,C11163,2026-08-16,648.49,Failed
T119797,C11164,2026-02-14,299.54,Paid
T119798,C11164,2026-03-16,319.28,Paid
T119799,C11164,2026-04-15,327.01,Paid
T119800,C11164,2026-05-15,305.33,Paid
T119801,C11164,2026-06-14,305.56,Paid
T119802,C11164,2026-07-14,301.91,Paid
T119803,C11164,2026-08-13,321.2,Paid
T119804,C11165,2024-08-26,670.46,Paid
T119805,C11165,2024-09-25,668.82,Paid
T119806,C11165,2024-10-25,720.04,Paid
T119807,C11165,2024-11-24,694.9,Paid
T119808,C11165,2024-12-24,701.08,Failed
T119809,C11165,2025-01-23,694.36,Paid
T119810,C11165,2025-02-22,712.05,Paid
T119811,C11165,2025-03-24,691.18,Paid
T119812,C11166,2026-04-05,389.2,Paid
T119813,C11166,2026-05-05,369.16,Paid
T119814,C11166,2026-06-04,367.5,Paid
T119815,C11167,2024-05-09,867.79,Paid
T119816,C11167,2024-06-08,892.11,Paid
T119817,C11167,2024-07-08,832.31,Paid
T119818,C11167,2024-08-07,836.54,Paid
T119819,C11167,2024-09-06,848.52,Refunded
T119820,C11167,2024-10-06,825.15,Paid
T119821,C11167,2024-11-05,831.88,Paid
T119822,C11167,2024-12-05,851.51,Failed
T119823,C11167,2025-01-04,847.86,Paid
T119824,C11167,2025-02-03,903.24,Paid
T119825,C11167,2025-03-05,899.71,Paid
T119826,C11167,2025-04-04,891.35,Failed
T119827,C11167,2025-05-04,886.35,Paid
T119828,C11167,2025-06-03,863.75,Paid
T119829,C11167,2025-07-03,890.01,Paid
T119830,C11167,2025-08-02,874.42,Paid
T119831,C11167,2025-09-01,869.07,Paid
T119832,C11167,2025-10-01,834.69,Refunded
T119833,C11167,2025-10-31,836.73,Paid
T119834,C11167,2025-11-30,877.59,Paid
T119835,C11167,2025-12-30,836.07,Paid
T119836,C11167,2026-01-29,821.63,Paid
T119837,C11167,2026-02-28,863.68,Paid
T119838,C11167,2026-03-30,831.98,Paid
T119839,C11167,2026-04-29,842.37,Paid
T119840,C11167,2026-05-29,892.17,Failed
T119841,C11167,2026-06-28,831.91,Paid
T119842,C11167,2026-07-28,861.54,Paid
T119843,C11168,2024-07-25,326.47,Refunded
T119844,C11168,2024-08-24,312.26,Paid
T119845,C11168,2024-09-23,328.62,Paid
T119846,C11168,2024-10-23,308.77,Paid
T119847,C11168,2024-11-22,303.01,Paid
T119848,C11168,2024-12-22,319.28,Paid
T119849,C11168,2025-01-21,329.39,Paid
T119850,C11168,2025-02-20,316.62,Paid
T119851,C11168,2025-03-22,329.44,Paid
T119852,C11168,2025-04-21,306.37,Paid
T119853,C11168,2025-05-21,326.52,Paid
T119854,C11168,2025-06-20,321.14,Paid
T119855,C11168,2025-07-20,317.12,Paid
T119856,C11168,2025-08-19,317.26,Paid
T119857,C11168,2025-09-18,305.17,Paid
T119858,C11168,2025-10-18,327.03,Paid
T119859,C11168,2025-11-17,310.75,Paid
T119860,C11168,2025-12-17,322.55,Paid
T119861,C11168,2026-01-16,332.43,Paid
T119862,C11168,2026-02-15,307.42,Paid
T119863,C11168,2026-03-17,313.26,Paid
T119864,C11168,2026-04-16,328.86,Failed
T119865,C11168,2026-05-16,323.39,Paid
T119866,C11168,2026-06-15,315.71,Paid
T119867,C11168,2026-07-15,307.1,Paid
T119868,C11168,2026-08-14,314.79,Paid
T119869,C11169,2024-11-01,1208.59,Paid
T119870,C11169,2024-12-01,1233.41,Paid
T119871,C11169,2024-12-31,1264.26,Paid
T119872,C11169,2025-01-30,1324.51,Paid
T119873,C11169,2025-03-01,1243.36,Failed
T119874,C11169,2025-03-31,1316.31,Paid
T119875,C11169,2025-04-30,1221.18,Refunded
T119876,C11169,2025-05-30,1324.11,Paid
T119877,C11169,2025-06-29,1225.31,Paid
T119878,C11169,2025-07-29,1233.15,Paid
T119879,C11169,2025-08-28,1210.68,Paid
T119880,C11169,2025-09-27,1284.3,Paid
T119881,C11169,2025-10-27,1314.65,Paid
T119882,C11169,2025-11-26,1274.75,Paid
T119883,C11169,2025-12-26,1282.9,Paid
T119884,C11169,2026-01-25,1247.33,Paid
T119885,C11169,2026-02-24,1224.44,Refunded
T119886,C11169,2026-03-26,1286.32,Paid
T119887,C11169,2026-04-25,1275.51,Paid
T119888,C11169,2026-05-25,1326.15,Paid
T119889,C11169,2026-06-24,1301.26,Paid
T119890,C11169,2026-07-24,1265.6,Paid
T119891,C11170,2025-10-14,1244.02,Paid
T119892,C11170,2025-11-13,1205.5,Paid
T119893,C11170,2025-12-13,1151.84,Paid
T119894,C11170,2026-01-12,1208.81,Paid
T119895,C11170,2026-02-11,1248.22,Paid
T119896,C11170,2026-03-13,1220.41,Paid
T119897,C11170,2026-04-12,1176.02,Paid
T119898,C11171,2025-09-30,1431.41,Paid
T119899,C11171,2025-10-30,1408.16,Paid
T119900,C11171,2025-11-29,1386.78,Paid
T119901,C11171,2025-12-29,1476.76,Paid
T119902,C11171,2026-01-28,1383.17,Paid
T119903,C11171,2026-02-27,1429.54,Failed
T119904,C11171,2026-03-29,1431.22,Paid
T119905,C11171,2026-04-28,1492.91,Paid
T119906,C11171,2026-05-28,1500.03,Paid
T119907,C11171,2026-06-27,1516.91,Paid
T119908,C11171,2026-07-27,1443.12,Paid
T119909,C11172,2023-10-01,315.44,Paid
T119910,C11172,2023-10-31,317.92,Paid
T119911,C11172,2023-11-30,313.76,Paid
T119912,C11172,2023-12-30,300.91,Paid
T119913,C11172,2024-01-29,305.88,Paid
T119914,C11172,2024-02-28,325.17,Paid
T119915,C11172,2024-03-29,298.92,Paid
T119916,C11172,2024-04-28,325.67,Paid
T119917,C11172,2024-05-28,328.35,Paid
T119918,C11172,2024-06-27,314.35,Paid
T119919,C11172,2024-07-27,301.37,Paid
T119920,C11172,2024-08-26,329.11,Paid
T119921,C11172,2024-09-25,329.46,Paid
T119922,C11172,2024-10-25,308.15,Paid
T119923,C11172,2024-11-24,306.75,Refunded
T119924,C11172,2024-12-24,308.23,Paid
T119925,C11172,2025-01-23,300.98,Paid
T119926,C11172,2025-02-22,315.94,Paid
T119927,C11172,2025-03-24,323.58,Paid
T119928,C11172,2025-04-23,311.11,Paid
T119929,C11172,2025-05-23,302.4,Paid
T119930,C11172,2025-06-22,328.17,Paid
T119931,C11172,2025-07-22,324.59,Paid
T119932,C11172,2025-08-21,316.03,Paid
T119933,C11172,2025-09-20,303.47,Paid
T119934,C11172,2025-10-20,302.72,Paid
T119935,C11172,2025-11-19,325.15,Paid
T119936,C11172,2025-12-19,315.36,Paid
T119937,C11172,2026-01-18,327.95,Paid
T119938,C11172,2026-02-17,306.54,Paid
T119939,C11172,2026-03-19,313.72,Paid
T119940,C11172,2026-04-18,329.53,Paid
T119941,C11172,2026-05-18,314.14,Paid
T119942,C11172,2026-06-17,320.81,Paid
T119943,C11172,2026-07-17,307.35,Paid
T119944,C11172,2026-08-16,316.82,Paid
T119945,C11173,2023-09-29,435.67,Paid
T119946,C11173,2023-10-29,420.71,Paid
T119947,C11173,2023-11-28,457.28,Paid
T119948,C11173,2023-12-28,417.49,Paid
T119949,C11173,2024-01-27,433.52,Failed
T119950,C11173,2024-02-26,448.42,Paid
T119951,C11173,2024-03-27,447.8,Paid
T119952,C11173,2024-04-26,429.31,Paid
T119953,C11173,2024-05-26,425.23,Paid
T119954,C11173,2024-06-25,428.13,Paid
T119955,C11173,2024-07-25,420.33,Failed
T119956,C11173,2024-08-24,426.32,Paid
T119957,C11173,2024-09-23,452.47,Paid
T119958,C11173,2024-10-23,448.45,Paid
T119959,C11173,2024-11-22,420.02,Failed
T119960,C11173,2024-12-22,452.56,Paid
T119961,C11173,2025-01-21,424.97,Refunded
T119962,C11173,2025-02-20,441.69,Failed
T119963,C11173,2025-03-22,415.11,Paid
T119964,C11173,2025-04-21,452.11,Paid
T119965,C11173,2025-05-21,455.54,Failed
T119966,C11173,2025-06-20,425.78,Paid
T119967,C11173,2025-07-20,439.51,Paid
T119968,C11173,2025-08-19,440.16,Paid
T119969,C11173,2025-09-18,451.47,Failed
T119970,C11173,2025-10-18,455.02,Paid
T119971,C11173,2025-11-17,442.82,Paid
T119972,C11173,2025-12-17,453.72,Paid
T119973,C11173,2026-01-16,424.97,Failed
T119974,C11173,2026-02-15,430.42,Paid
T119975,C11173,2026-03-17,431.4,Paid
T119976,C11173,2026-04-16,455.09,Paid
T119977,C11173,2026-05-16,453.39,Failed
T119978,C11173,2026-06-15,429.35,Paid
T119979,C11173,2026-07-15,449.57,Paid
T119980,C11173,2026-08-14,428.82,Paid
T119981,C11174,2024-05-28,1130.84,Paid
T119982,C11174,2024-06-27,1123.93,Refunded
T119983,C11174,2024-07-27,1078.92,Paid
T119984,C11174,2024-08-26,1058.82,Paid
T119985,C11174,2024-09-25,1093.97,Paid
T119986,C11174,2024-10-25,1135.08,Paid
T119987,C11174,2024-11-24,1159.32,Paid
T119988,C11174,2024-12-24,1070.89,Paid
T119989,C11174,2025-01-23,1094.56,Paid
T119990,C11174,2025-02-22,1147.14,Paid
T119991,C11174,2025-03-24,1060.28,Paid
T119992,C11174,2025-04-23,1090.39,Paid
T119993,C11174,2025-05-23,1136.95,Paid
T119994,C11174,2025-06-22,1072.63,Paid
T119995,C11174,2025-07-22,1066.51,Paid
T119996,C11174,2025-08-21,1105.69,Paid
T119997,C11174,2025-09-20,1079.81,Failed
T119998,C11174,2025-10-20,1161.12,Paid
T119999,C11174,2025-11-19,1106.18,Paid
T120000,C11174,2025-12-19,1110.02,Failed
T120001,C11174,2026-01-18,1165.8,Refunded
T120002,C11174,2026-02-17,1065.01,Paid
T120003,C11174,2026-03-19,1160.65,Paid
T120004,C11174,2026-04-18,1088.73,Refunded
T120005,C11174,2026-05-18,1074.04,Paid
T120006,C11174,2026-06-17,1155.74,Paid
T120007,C11174,2026-07-17,1164.81,Paid
T120008,C11174,2026-08-16,1098.54,Paid
T120009,C11175,2025-01-17,390.01,Paid
T120010,C11175,2025-02-16,391.08,Paid
T120011,C11175,2025-03-18,405.04,Paid
T120012,C11175,2025-04-17,390.43,Failed
T120013,C11175,2025-05-17,417.87,Paid
T120014,C11175,2025-06-16,415.12,Paid
T120015,C11175,2025-07-16,386.14,Failed
T120016,C11175,2025-08-15,403.17,Paid
T120017,C11175,2025-09-14,397.08,Paid
T120018,C11175,2025-10-14,402.34,Paid
T120019,C11176,2024-10-02,713.55,Paid
T120020,C11176,2024-11-01,664.13,Paid
T120021,C11176,2024-12-01,709.22,Paid
T120022,C11176,2024-12-31,696.7,Paid
T120023,C11176,2025-01-30,673.14,Paid
T120024,C11176,2025-03-01,679.81,Paid
T120025,C11176,2025-03-31,717.48,Paid
T120026,C11176,2025-04-30,678.64,Paid
T120027,C11176,2025-05-30,676.35,Paid
T120028,C11176,2025-06-29,656.72,Paid
T120029,C11176,2025-07-29,678.98,Paid
T120030,C11176,2025-08-28,692.35,Paid
T120031,C11176,2025-09-27,669.48,Paid
T120032,C11176,2025-10-27,651.67,Paid
T120033,C11176,2025-11-26,669.02,Paid
T120034,C11176,2025-12-26,667.91,Paid
T120035,C11176,2026-01-25,672.39,Paid
T120036,C11176,2026-02-24,676.73,Paid
T120037,C11176,2026-03-26,666.48,Paid
T120038,C11176,2026-04-25,681.35,Paid
T120039,C11176,2026-05-25,717.74,Paid
T120040,C11176,2026-06-24,706.49,Paid
T120041,C11176,2026-07-24,695.2,Paid
T120042,C11177,2023-12-21,775.21,Refunded
T120043,C11177,2024-01-20,814.68,Paid
T120044,C11177,2024-02-19,787.88,Paid
T120045,C11177,2024-03-20,837.94,Paid
T120046,C11177,2024-04-19,817.99,Paid
T120047,C11177,2024-05-19,825.28,Paid
T120048,C11177,2024-06-18,818.0,Refunded
T120049,C11177,2024-07-18,843.21,Paid
T120050,C11177,2024-08-17,843.14,Paid
T120051,C11177,2024-09-16,847.06,Paid
T120052,C11177,2024-10-16,836.07,Refunded
T120053,C11177,2024-11-15,784.59,Paid
T120054,C11177,2024-12-15,783.81,Paid
T120055,C11177,2025-01-14,802.78,Paid
T120056,C11177,2025-02-13,796.52,Paid
T120057,C11177,2025-03-15,792.75,Paid
T120058,C11177,2025-04-14,774.37,Paid
T120059,C11177,2025-05-14,829.56,Paid
T120060,C11177,2025-06-13,793.64,Paid
T120061,C11177,2025-07-13,817.41,Paid
T120062,C11177,2025-08-12,781.87,Paid
T120063,C11177,2025-09-11,779.4,Paid
T120064,C11177,2025-10-11,820.39,Paid
T120065,C11177,2025-11-10,795.96,Paid
T120066,C11177,2025-12-10,778.5,Paid
T120067,C11177,2026-01-09,837.75,Paid
T120068,C11177,2026-02-08,824.4,Paid
T120069,C11177,2026-03-10,802.52,Paid
T120070,C11177,2026-04-09,845.32,Paid
T120071,C11177,2026-05-09,810.4,Failed
T120072,C11177,2026-06-08,849.34,Paid
T120073,C11177,2026-07-08,849.5,Paid
T120074,C11177,2026-08-07,784.23,Paid
T120075,C11178,2024-09-01,808.59,Refunded
T120076,C11178,2024-10-01,824.29,Paid
T120077,C11178,2024-10-31,792.18,Paid
T120078,C11178,2024-11-30,765.26,Paid
T120079,C11178,2024-12-30,810.69,Paid
T120080,C11178,2025-01-29,821.74,Paid
T120081,C11178,2025-02-28,802.43,Paid
T120082,C11178,2025-03-30,783.02,Paid
T120083,C11178,2025-04-29,775.75,Paid
T120084,C11178,2025-05-29,770.84,Paid
T120085,C11178,2025-06-28,795.54,Paid
T120086,C11178,2025-07-28,777.84,Paid
T120087,C11178,2025-08-27,791.17,Paid
T120088,C11178,2025-09-26,802.75,Paid
T120089,C11178,2025-10-26,766.45,Paid
T120090,C11178,2025-11-25,772.83,Paid
T120091,C11178,2025-12-25,818.94,Paid
T120092,C11178,2026-01-24,815.55,Paid
T120093,C11178,2026-02-23,773.82,Paid
T120094,C11178,2026-03-25,824.49,Paid
T120095,C11178,2026-04-24,811.82,Paid
T120096,C11178,2026-05-24,779.55,Paid
T120097,C11178,2026-06-23,778.33,Paid
T120098,C11178,2026-07-23,758.7,Failed
T120099,C11178,2026-08-22,775.44,Paid
T120100,C11179,2026-08-16,467.99,Paid
T120101,C11180,2025-12-24,404.24,Refunded
T120102,C11180,2026-01-23,425.37,Paid
T120103,C11180,2026-02-22,419.12,Paid
T120104,C11180,2026-03-24,436.75,Paid
T120105,C11180,2026-04-23,437.12,Paid
T120106,C11180,2026-05-23,433.06,Paid
T120107,C11180,2026-06-22,403.68,Paid
T120108,C11180,2026-07-22,425.78,Paid
T120109,C11180,2026-08-21,433.72,Paid
T120110,C11181,2024-09-11,316.11,Paid
T120111,C11181,2024-10-11,324.61,Paid
T120112,C11181,2024-11-10,335.59,Paid
T120113,C11181,2024-12-10,315.83,Paid
T120114,C11181,2025-01-09,342.29,Paid
T120115,C11182,2026-05-07,358.93,Paid
T120116,C11182,2026-06-06,363.46,Paid
T120117,C11182,2026-07-06,360.98,Paid
T120118,C11182,2026-08-05,357.77,Paid
T120119,C11183,2024-03-24,828.99,Paid
T120120,C11183,2024-04-23,776.36,Paid
T120121,C11183,2024-05-23,837.21,Paid
T120122,C11183,2024-06-22,763.52,Paid
T120123,C11183,2024-07-22,831.06,Paid
T120124,C11183,2024-08-21,799.42,Failed
T120125,C11183,2024-09-20,766.59,Paid
T120126,C11183,2024-10-20,788.33,Paid
T120127,C11183,2024-11-19,837.88,Failed
T120128,C11183,2024-12-19,780.79,Paid
T120129,C11183,2025-01-18,820.95,Paid
T120130,C11183,2025-02-17,767.99,Paid
T120131,C11183,2025-03-19,809.57,Paid
T120132,C11183,2025-04-18,763.85,Refunded
T120133,C11183,2025-05-18,809.22,Paid
T120134,C11183,2025-06-17,778.34,Paid
T120135,C11183,2025-07-17,817.82,Paid
T120136,C11183,2025-08-16,809.58,Paid
T120137,C11183,2025-09-15,778.58,Paid
T120138,C11183,2025-10-15,811.78,Paid
T120139,C11183,2025-11-14,766.11,Paid
T120140,C11183,2025-12-14,761.1,Paid
T120141,C11183,2026-01-13,811.44,Paid
T120142,C11183,2026-02-12,825.0,Paid
T120143,C11183,2026-03-14,769.96,Paid
T120144,C11183,2026-04-13,781.78,Paid
T120145,C11183,2026-05-13,819.56,Failed
T120146,C11183,2026-06-12,790.81,Paid
T120147,C11183,2026-07-12,815.81,Paid
T120148,C11183,2026-08-11,802.56,Paid
T120149,C11184,2024-11-21,440.17,Paid
T120150,C11184,2024-12-21,439.59,Paid
