customer_id,monthly_usage_hours,login_frequency,support_tickets,complaints
C14021,72.5,29,1,1
C14022,66.6,24,1,0
C14023,17.6,9,5,3
C14024,38.0,17,2,0
C14025,28.2,14,3,3
C14026,70.8,22,1,0
C14027,13.6,8,6,5
C14028,48.4,22,2,2
C14029,37.8,17,3,1
C14030,67.6,20,1,0
C14031,38.6,12,3,3
C14032,64.2,21,1,0
C14033,42.7,16,2,2
C14034,68.7,21,1,0
C14035,27.6,14,3,3
C14036,34.6,13,3,1
C14037,64.6,24,1,0
C14038,80.0,24,1,0
C14039,32.5,15,2,1
C14040,44.0,20,2,1
C14041,72.9,26,1,1
C14042,17.0,11,5,3
C14043,66.3,25,2,1
C14044,51.4,20,2,1
C14045,32.5,16,3,3
C14046,51.7,21,2,1
C14047,26.9,19,3,3
C14048,58.6,22,3,1
C14049,61.5,21,1,0
C14050,46.8,14,3,1
C14051,44.8,20,2,0
C14052,24.8,12,4,4
C14053,45.2,17,2,1
C14054,42.4,17,3,2
C14055,28.7,11,3,1
C14056,23.3,7,4,3
C14057,42.8,12,3,3
C14058,52.5,22,2,1
C14059,18.1,9,5,4
C14060,27.1,14,3,2
C14061,69.6,25,2,2
C14062,22.8,4,3,1
C14063,51.7,25,2,0
C14064,63.2,27,1,0
C14065,34.2,14,3,1
C14066,59.4,16,2,2
C14067,53.8,19,2,0
C14068,39.6,14,5,3
C14069,48.0,18,3,2
C14070,31.3,8,4,3
C14071,29.8,6,3,2
C14072,21.6,9,3,2
C14073,50.3,21,2,1
C14074,50.7,15,1,0
C14075,14.9,9,5,3
C14076,27.1,13,3,2
C14077,59.8,32,1,0
C14078,8.7,4,7,6
C14079,47.5,19,2,2
C14080,54.0,22,2,0
C14081,10.0,11,4,3
C14082,40.3,14,3,3
C14083,40.3,15,3,2
C14084,55.9,20,3,2
C14085,41.0,14,4,3
C14086,58.6,25,1,0
C14087,70.6,18,1,0
C14088,54.7,22,2,1
C14089,35.7,8,3,3
C14090,47.6,15,2,1
C14091,44.0,16,2,2
C14092,15.4,6,5,5
C14093,58.0,11,3,1
C14094,20.4,7,3,1
C14095,57.6,24,1,0
C14096,0.0,0,5,3
C14097,34.6,18,2,2
C14098,42.8,16,3,2
C14099,46.0,17,2,2
C14100,46.3,13,3,2
C14101,24.0,5,5,3
C14102,59.8,25,1,0
C14103,17.7,10,5,4
C14104,64.3,18,1,1
C14105,11.5,1,5,4
C14106,31.7,9,3,2
C14107,18.2,3,4,2
C14108,58.3,15,2,0
C14109,46.2,15,2,2
C14110,31.9,17,3,2
C14111,71.3,28,1,1
C14112,66.9,26,1,1
C14113,42.6,19,3,2
C14114,61.4,18,2,0
C14115,62.8,19,1,0
C14116,29.5,16,4,2
C14117,51.9,17,4,4
C14118,34.7,9,3,2
C14119,29.5,7,3,2
C14120,33.0,16,3,2
C14121,44.6,20,3,2
C14122,36.7,4,3,1
C14123,32.1,13,3,2
C14124,32.3,16,3,2
C14125,5.2,0,8,7
C14126,67.4,23,1,0
C14127,36.5,18,2,1
C14128,23.8,16,5,5
C14129,50.5,18,2,1
C14130,77.4,29,0,0
C14131,53.5,19,2,0
C14132,53.0,19,2,0
C14133,33.5,19,4,2
C14134,48.2,21,2,0
C14135,84.9,30,0,0
C14136,25.0,7,3,2
C14137,69.8,21,2,1
C14138,76.6,27,0,0
C14139,31.4,20,3,2
C14140,54.2,17,2,0
C14141,27.0,12,4,4
C14142,31.6,10,3,2
C14143,35.3,16,3,3
C14144,57.2,28,1,0
C14145,9.2,2,7,6
C14146,39.1,19,2,1
C14147,64.7,26,1,0
C14148,52.2,27,1,0
C14149,51.9,14,3,3
C14150,63.9,21,1,0
C14151,16.4,6,4,2
C14152,55.9,28,3,3
C14153,10.6,1,4,2
C14154,59.3,20,1,0
C14155,32.3,18,4,2
C14156,22.9,6,4,2
C14157,44.7,12,3,3
C14158,43.2,17,3,3
C14159,0.0,1,6,6
C14160,20.7,5,4,2
C14161,46.2,19,3,3
C14162,17.9,3,4,3
C14163,66.2,26,3,3
C14164,21.1,10,3,3
C14165,17.2,1,4,3
C14166,46.7,19,3,2
C14167,19.5,4,4,2
C14168,22.3,13,4,3
C14169,14.0,3,4,4
C14170,38.0,15,3,3
C14171,33.2,14,4,2
C14172,1.8,5,5,3
C14173,70.0,27,2,1
C14174,44.7,14,3,3
C14175,48.4,16,3,2
C14176,23.9,4,4,4
C14177,60.5,22,1,1
C14178,45.1,16,5,5
C14179,41.3,24,2,1
C14180,9.7,6,5,4
C14181,78.4,30,1,0
C14182,27.6,6,4,2
C14183,51.1,18,2,0
C14184,69.1,26,3,2
C14185,70.5,23,1,1
C14186,57.3,22,2,2
C14187,44.2,12,2,1
C14188,43.6,12,2,0
C14189,24.2,9,4,4
C14190,40.4,21,3,1
C14191,42.1,14,4,4
C14192,17.1,11,4,2
C14193,53.1,25,1,0
C14194,20.7,7,4,3
C14195,53.6,22,2,0
C14196,20.2,6,4,4
C14197,37.4,15,6,6
C14198,60.5,19,3,3
C14199,37.4,14,3,1
C14200,78.5,27,0,0
C14201,37.9,13,3,1
C14202,34.4,11,3,2
C14203,72.8,28,1,1
C14204,57.4,16,2,2
C14205,55.6,15,3,2
C14206,56.7,22,2,1
C14207,32.9,16,3,3
C14208,58.4,25,2,1
C14209,9.1,11,4,3
C14210,39.1,21,3,2
C14211,35.1,9,4,2
C14212,26.1,14,3,1
C14213,13.9,8,5,3
C14214,34.6,9,4,4
C14215,47.2,21,2,2
C14216,28.0,2,4,3
C14217,50.3,17,5,4
C14218,54.2,20,3,2
C14219,62.0,27,2,1
C14220,52.1,21,3,1
C14221,20.9,10,4,2
C14222,63.4,17,2,0
C14223,44.6,15,2,1
C14224,43.3,15,3,2
C14225,44.3,16,3,2
C14226,22.7,8,3,2
C14227,26.8,15,3,3
C14228,47.7,25,2,1
C14229,46.1,15,4,2
C14230,31.4,13,3,1
C14231,26.8,10,3,1
C14232,10.5,1,4,4
C14233,31.7,18,2,2
C14234,42.3,18,3,1
C14235,25.6,13,3,1
C14236,45.2,15,2,1
C14237,15.9,10,5,5
C14238,13.3,3,4,3
C14239,43.8,13,2,2
C14240,78.4,23,2,2
C14241,26.2,12,4,3
C14242,43.8,16,6,4
C14243,36.9,15,3,1
C14244,30.0,18,3,2
C14245,60.6,18,1,0
C14246,21.0,16,4,3
C14247,7.1,0,4,4
C14248,44.0,19,3,1
C14249,16.8,1,4,4
C14250,23.0,10,4,4
C14251,21.2,2,4,3
C14252,14.3,4,4,4
C14253,8.2,6,4,2
C14254,51.1,16,3,1
C14255,11.1,0,5,5
C14256,32.3,13,3,3
C14257,51.8,15,3,3
C14258,42.3,19,2,1
C14259,43.8,20,2,1
C14260,13.0,1,5,3
C14261,34.3,20,3,3
C14262,73.5,34,0,0
C14263,39.4,12,3,1
C14264,59.2,24,1,0
C14265,25.7,6,4,2
C14266,52.1,15,2,1
C14267,32.9,11,3,1
C14268,52.0,16,3,1
C14269,34.2,12,4,4
C14270,63.4,17,3,3
C14271,40.2,16,4,2
C14272,44.9,21,3,2
C14273,36.0,10,4,2
C14274,62.3,16,2,2
C14275,57.3,23,2,0
C14276,28.6,16,3,3
C14277,57.3,22,2,2
C14278,53.1,20,3,2
C14279,27.9,14,5,4
C14280,44.8,18,2,0
C14281,57.5,23,3,3
C14282,62.8,21,1,0
C14283,40.1,12,3,2
C14284,0.0,0,5,5
C14285,57.7,25,1,1
C14286,59.3,21,2,0
C14287,36.9,14,3,3
C14288,37.1,16,3,3
C14289,56.9,25,3,2
C14290,10.9,0,6,5
C14291,9.0,1,7,5
C14292,60.7,19,2,0
C14293,62.4,30,1,0
C14294,26.5,13,6,4
C14295,13.7,5,6,6
C14296,71.0,25,2,2
C14297,48.3,19,1,0
C14298,22.2,7,6,6
C14299,11.7,0,4,4
C14300,18.6,19,4,3
C14301,13.9,6,4,3
C14302,34.1,13,3,1
C14303,14.1,1,6,4
C14304,20.3,0,4,3
C14305,19.2,6,4,3
C14306,55.3,22,2,1
C14307,52.7,18,3,3
C14308,27.9,10,5,3
C14309,23.3,8,3,2
C14310,54.9,17,2,2
C14311,39.5,14,3,1
C14312,30.2,7,3,2
C14313,49.6,14,3,1
C14314,63.0,21,1,0
C14315,55.8,23,2,1
C14316,23.9,4,5,5
C14317,35.2,19,2,2
C14318,60.4,16,2,1
C14319,27.5,11,4,4
C14320,72.7,28,0,0
C14321,53.4,21,2,2
C14322,24.0,5,4,4
C14323,43.0,19,3,1
C14324,39.5,11,3,1
C14325,12.8,7,5,3
C14326,25.2,13,5,3
C14327,33.3,9,5,4
C14328,12.2,8,4,2
C14329,50.7,18,3,3
C14330,71.7,28,1,0
C14331,44.9,18,4,3
C14332,35.9,16,4,3
C14333,58.1,22,1,0
C14334,54.3,26,1,0
C14335,11.9,8,4,2
C14336,29.5,9,4,3
C14337,37.5,12,3,2
C14338,42.9,19,3,1
C14339,43.6,10,2,1
C14340,59.2,20,2,1
C14341,16.6,3,4,3
C14342,53.9,27,2,1
C14343,56.0,27,2,1
C14344,52.2,23,3,1
C14345,50.6,20,3,1
C14346,59.8,21,1,0
C14347,10.0,0,4,4
C14348,69.0,28,1,0
C14349,20.8,4,4,2
C14350,58.8,22,2,0
C14351,57.5,24,1,1
C14352,57.4,24,1,0
C14353,31.0,13,3,2
C14354,33.6,15,3,2
C14355,39.0,18,3,3
C14356,39.8,12,2,0
C14357,48.4,24,2,1
C14358,23.2,10,3,1
C14359,68.1,23,2,2
C14360,10.9,13,4,2
C14361,23.1,10,5,3
C14362,66.2,20,1,0
C14363,42.0,12,4,4
C14364,48.8,16,2,0
C14365,28.6,15,4,3
C14366,23.4,9,4,3
C14367,61.2,19,2,0
C14368,51.7,19,2,0
C14369,32.2,14,3,1
C14370,39.5,21,3,2
C14371,46.9,15,3,1
C14372,33.7,16,4,2
C14373,54.3,24,3,3
C14374,64.6,25,2,1
C14375,39.0,15,4,4
C14376,27.5,8,4,2
C14377,24.4,15,4,2
C14378,49.4,18,2,0
C14379,18.3,9,4,2
C14380,36.5,19,3,2
C14381,29.8,10,4,3
C14382,36.9,11,3,2
C14383,72.2,20,2,0
C14384,17.5,4,4,2
C14385,68.0,24,3,3
C14386,12.2,9,4,3
C14387,15.1,14,4,4
C14388,31.1,16,3,3
C14389,42.9,11,2,2
C14390,30.7,13,3,2
C14391,46.2,18,3,2
C14392,36.8,15,2,2
C14393,34.8,13,2,2
C14394,61.6,28,1,0
C14395,21.1,9,3,1
C14396,43.7,10,4,3
C14397,68.6,25,1,0
C14398,54.7,18,1,0
C14399,15.9,7,4,4
C14400,41.1,14,4,4
C14401,36.8,7,3,2
C14402,33.6,17,6,5
C14403,54.7,21,1,1
C14404,20.9,8,4,2
C14405,19.7,10,4,4
C14406,49.2,16,2,0
C14407,65.0,30,0,0
C14408,22.4,8,3,1
C14409,40.2,12,4,4
C14410,64.2,26,1,0
C14411,68.2,26,1,0
C14412,22.8,8,6,5
C14413,55.4,25,1,0
C14414,38.3,8,3,3
C14415,11.2,8,5,5
C14416,35.0,13,3,3
C14417,70.2,32,0,0
C14418,33.3,18,3,2
C14419,43.5,13,2,1
C14420,67.4,20,2,0
C14421,63.9,25,2,2
C14422,61.5,27,1,1
C14423,61.9,24,1,1
C14424,66.9,25,1,1
C14425,17.5,10,6,5
C14426,29.7,12,4,2
C14427,8.9,6,4,4
C14428,42.5,20,2,0
C14429,51.8,13,6,4
C14430,32.0,15,4,3
C14431,23.9,13,5,5
C14432,28.5,11,4,3
C14433,27.0,10,4,4
C14434,25.8,10,3,2
C14435,32.6,15,4,3
C14436,6.7,2,4,2
C14437,57.5,21,4,2
C14438,46.6,16,5,3
C14439,40.6,13,3,1
C14440,29.1,9,4,2
C14441,53.5,22,1,1
C14442,43.1,16,3,1
C14443,49.4,18,3,1
C14444,49.5,21,4,2
C14445,48.8,21,3,3
C14446,49.9,17,3,2
C14447,58.4,23,2,0
C14448,47.8,16,3,3
C14449,35.4,15,3,1
C14450,39.1,20,2,2
C14451,28.0,7,3,2
C14452,36.0,9,3,1
C14453,40.3,15,4,2
C14454,15.2,2,5,4
C14455,25.1,7,4,3
C14456,23.5,14,3,1
C14457,22.9,16,3,1
C14458,5.2,0,5,3
C14459,32.4,9,3,2
C14460,39.6,19,3,2
C14461,57.5,25,2,0
C14462,18.8,10,4,4
C14463,52.7,20,3,2
C14464,6.9,3,5,3
C14465,25.7,7,4,2
C14466,54.3,18,2,1
C14467,51.1,13,4,4
C14468,30.7,13,4,4
C14469,31.0,12,3,2
C14470,72.7,27,0,0
C14471,29.6,6,4,3
C14472,44.8,11,3,1
C14473,30.6,18,4,2
C14474,49.3,22,3,2
C14475,55.9,21,1,0
C14476,57.3,20,3,1
C14477,37.3,13,4,2
C14478,42.7,13,6,5
C14479,48.9,16,2,1
C14480,30.7,18,2,1
C14481,39.0,16,4,3
C14482,56.9,23,1,1
C14483,45.2,21,3,2
C14484,44.2,27,2,1
C14485,52.3,21,2,2
C14486,56.3,19,3,1
C14487,26.3,7,4,2
C14488,39.8,22,2,1
C14489,58.6,29,1,1
C14490,47.8,15,4,4
C14491,57.4,26,1,0
C14492,37.1,12,4,3
C14493,24.0,7,5,5
C14494,10.9,13,4,4
C14495,20.8,8,5,3
C14496,15.4,2,4,2
C14497,20.6,2,4,2
C14498,50.1,20,2,1
C14499,71.3,21,2,0
C14500,30.7,12,3,1
C14501,31.9,13,4,2
C14502,55.6,22,1,0
C14503,39.7,26,2,1
C14504,59.6,28,1,1
C14505,64.4,30,1,0
C14506,16.0,6,4,4
C14507,44.6,13,2,2
C14508,37.3,16,2,2
C14509,43.6,11,3,3
C14510,67.7,27,1,0
C14511,12.7,4,5,5
C14512,37.5,11,3,2
C14513,44.2,14,3,1
C14514,11.3,6,4,4
C14515,45.2,19,2,1
C14516,53.8,18,2,2
C14517,43.6,10,3,1
C14518,60.9,21,1,0
C14519,75.1,29,2,0
C14520,48.8,20,1,0
C14521,22.9,6,3,1
C14522,5.5,0,5,5
C14523,10.6,12,4,2
C14524,66.5,26,2,0
C14525,8.1,4,5,4
C14526,3.1,9,5,4
C14527,82.8,29,0,0
C14528,26.5,9,5,4
C14529,9.5,8,5,3
C14530,31.2,15,3,1
C14531,44.7,17,2,0
C14532,16.3,9,6,4
C14533,54.2,16,3,2
C14534,8.7,3,4,4
C14535,6.6,0,5,4
C14536,56.6,28,2,0
C14537,30.6,11,3,3
C14538,20.0,7,4,4
C14539,22.5,9,4,4
C14540,47.8,22,2,1
C14541,45.1,23,2,2
C14542,49.2,15,3,3
C14543,20.9,11,3,2
C14544,29.3,13,4,4
C14545,39.3,13,2,1
C14546,48.6,15,2,1
C14547,40.1,19,3,3
C14548,40.2,15,3,3
C14549,25.0,3,4,3
C14550,29.0,9,4,2
C14551,39.6,17,2,1
C14552,32.5,13,4,3
C14553,4.7,0,7,5
C14554,44.2,18,2,1
C14555,49.5,18,3,2
C14556,24.6,10,5,4
C14557,31.1,9,3,2
C14558,36.0,7,4,4
C14559,41.1,13,4,2
C14560,25.9,9,6,5
C14561,54.7,22,1,0
C14562,55.0,24,2,2
C14563,45.9,19,2,1
C14564,35.4,19,3,3
C14565,39.7,13,3,1
C14566,46.2,16,3,2
C14567,15.3,8,4,3
C14568,42.9,12,3,1
C14569,38.6,15,2,2
C14570,5.0,3,4,2
C14571,23.9,6,5,4
C14572,25.0,15,3,2
C14573,61.5,19,1,1
C14574,67.0,24,1,1
C14575,42.3,8,4,3
C14576,67.0,26,2,1
C14577,54.4,21,2,0
C14578,47.8,21,3,2
C14579,49.5,23,2,1
C14580,42.1,19,2,0
C14581,60.5,22,1,0
C14582,58.4,24,1,0
C14583,29.5,15,3,2
C14584,30.9,10,3,2
C14585,25.4,11,3,3
C14586,51.9,19,2,1
C14587,28.3,15,3,1
C14588,20.4,6,6,4
C14589,64.3,21,2,1
C14590,23.2,9,3,2
C14591,39.1,8,5,3
C14592,55.7,21,2,1
C14593,58.3,17,2,0
C14594,48.0,18,3,2
C14595,66.7,29,0,0
C14596,41.6,16,4,2
C14597,61.3,18,3,1
C14598,28.1,14,4,4
C14599,41.6,21,3,1
C14600,75.5,28,0,0
C14601,52.6,19,2,0
C14602,50.0,19,2,2
C14603,13.3,7,6,5
C14604,51.3,25,2,0
C14605,59.9,17,3,3
C14606,7.2,9,5,3
C14607,17.1,9,4,2
C14608,41.9,16,3,1
C14609,44.9,14,3,3
C14610,0.0,0,5,3
C14611,70.2,23,3,2
C14612,62.2,29,1,1
C14613,49.9,21,2,2
C14614,13.0,4,4,3
C14615,44.7,12,3,2
C14616,77.5,28,1,1
C14617,47.8,16,2,0
C14618,72.6,34,1,1
C14619,30.8,11,3,3
C14620,47.4,13,2,1
C14621,61.6,23,2,1
C14622,26.7,8,4,2
C14623,30.8,10,3,3
C14624,30.9,12,4,2
C14625,39.3,11,2,2
C14626,43.8,15,3,3
C14627,16.5,9,4,3
C14628,41.6,14,3,1
C14629,64.7,24,2,0
C14630,40.7,15,4,2
C14631,22.3,7,5,5
C14632,59.7,22,3,2
C14633,24.9,12,3,3
C14634,43.6,19,2,2
C14635,14.6,6,5,5
C14636,60.2,29,2,2
C14637,29.0,13,4,4
C14638,20.3,7,4,3
C14639,39.4,12,3,2
C14640,13.5,6,5,4
C14641,19.1,9,4,2
C14642,12.5,0,4,4
C14643,57.4,20,2,1
C14644,61.4,29,1,0
C14645,64.2,24,2,1
C14646,57.6,21,2,1
C14647,34.8,17,3,3
C14648,57.6,19,3,2
C14649,73.5,24,0,0
C14650,31.0,12,4,2
C14651,39.1,15,2,2
C14652,26.7,14,4,2
C14653,25.2,14,6,6
C14654,65.8,28,1,0
C14655,5.8,6,5,3
C14656,66.8,31,0,0
C14657,9.7,4,4,3
C14658,67.4,25,1,1
C14659,19.5,6,6,4
C14660,28.4,9,5,5
C14661,36.5,15,3,2
C14662,48.5,19,2,0
C14663,41.9,17,3,1
C14664,34.2,16,3,2
C14665,32.4,20,2,2
C14666,48.6,19,1,0
C14667,62.2,21,1,0
C14668,31.6,5,6,4
C14669,36.8,21,2,1
C14670,34.3,12,4,4
C14671,68.5,23,3,3
C14672,43.8,14,3,3
C14673,23.6,11,3,2
C14674,46.2,15,3,1
C14675,23.4,10,5,5
C14676,33.1,9,3,2
C14677,15.1,7,4,2
C14678,48.0,22,2,0
C14679,15.0,3,6,4
C14680,39.0,12,3,3
C14681,20.7,4,4,3
C14682,65.4,25,2,1
C14683,13.8,13,6,6
C14684,20.9,9,5,4
C14685,40.1,14,3,2
C14686,30.0,13,3,2
C14687,65.8,29,1,1
C14688,43.2,14,2,2
C14689,38.1,15,3,1
C14690,56.6,28,1,1
C14691,39.5,18,2,1
C14692,56.5,22,2,1
C14693,30.8,9,3,1
C14694,35.6,18,4,4
C14695,55.8,25,1,0
C14696,22.2,10,3,3
C14697,9.7,0,4,4
C14698,67.2,20,2,2
C14699,54.7,12,2,1
C14700,24.3,7,6,4
C14701,51.8,17,3,1
C14702,31.5,14,3,1
C14703,71.6,25,1,0
C14704,43.4,14,3,1
C14705,27.5,9,4,2
C14706,47.3,14,2,0
C14707,39.7,21,2,2
C14708,34.5,15,3,3
C14709,34.4,16,2,2
C14710,37.2,15,4,2
C14711,17.0,7,4,3
C14712,32.3,11,5,4
C14713,42.3,15,2,0
C14714,54.5,23,3,1
C14715,41.6,13,3,1
C14716,13.0,9,4,3
C14717,59.1,18,2,2
C14718,0.0,4,4,2
C14719,51.0,15,2,2
C14720,59.2,21,2,0
C14721,29.2,14,4,4
C14722,16.6,10,4,2
C14723,50.7,19,2,2
C14724,51.6,16,2,0
C14725,63.0,27,1,1
C14726,49.6,15,2,1
C14727,35.6,16,3,1
C14728,2.1,6,5,4
C14729,71.7,27,0,0
C14730,28.6,12,3,1
C14731,6.2,2,4,3
C14732,44.4,19,2,0
C14733,3.0,1,5,3
C14734,28.6,8,3,2
C14735,11.1,4,8,8
C14736,23.3,9,4,3
C14737,20.5,7,4,4
C14738,36.0,13,4,4
C14739,9.9,8,5,4
C14740,48.9,12,3,2
C14741,61.1,26,4,4
C14742,2.8,1,5,5
C14743,56.5,20,5,5
C14744,53.1,21,1,0
C14745,47.5,18,3,1
C14746,52.8,20,3,2
C14747,37.1,15,3,2
C14748,63.8,25,1,0
C14749,51.3,13,2,2
C14750,39.4,17,2,0
C14751,33.3,19,4,2
C14752,34.1,9,3,3
C14753,11.1,0,4,4
C14754,43.2,15,2,2
C14755,59.4,18,4,2
C14756,27.4,3,5,3
C14757,4.1,4,5,4
C14758,50.4,16,5,3
C14759,15.3,5,4,2
C14760,38.3,10,3,1
C14761,39.7,12,4,3
C14762,59.0,23,1,0
C14763,32.3,20,2,2
C14764,0.0,2,6,6
C14765,12.1,2,4,2
C14766,68.8,23,3,2
C14767,36.7,13,2,1
C14768,42.1,20,4,3
C14769,66.7,23,4,3
C14770,70.1,21,1,0
C14771,26.0,9,7,6
C14772,47.0,18,2,2
C14773,41.9,19,3,2
C14774,59.6,22,2,2
C14775,23.3,4,4,2
C14776,58.1,20,2,0
C14777,58.9,24,2,2
C14778,0.0,0,5,3
C14779,25.8,10,4,4
C14780,44.0,16,3,3
C14781,31.7,9,3,2
C14782,24.8,6,3,3
C14783,51.1,23,1,0
C14784,13.1,0,4,2
C14785,38.8,10,5,4
C14786,41.1,11,4,3
C14787,61.9,25,2,1
C14788,56.3,20,1,1
C14789,13.5,8,4,2
C14790,58.8,20,2,2
C14791,50.5,19,5,4
C14792,22.6,11,4,4
C14793,19.7,3,5,4
C14794,14.4,2,4,3
C14795,40.4,14,2,0
C14796,1.9,4,6,5
C14797,6.0,9,4,3
C14798,50.8,20,3,3
C14799,23.9,7,4,3
C14800,29.9,10,5,3
C14801,70.9,27,1,1
C14802,40.4,18,2,0
C14803,76.5,25,1,1
C14804,49.0,17,2,0
C14805,18.3,0,4,4
C14806,58.0,22,2,0
C14807,59.5,22,2,2
C14808,17.1,12,4,3
C14809,58.5,23,1,0
C14810,38.7,16,3,3
C14811,24.4,8,5,3
C14812,43.2,17,2,0
C14813,20.3,2,4,4
C14814,46.1,13,4,2
C14815,18.5,7,5,4
C14816,27.7,6,4,4
C14817,48.1,23,3,1
C14818,7.6,5,4,2
C14819,76.0,28,2,1
C14820,68.6,32,2,1
C14821,60.8,24,2,2
C14822,31.1,16,3,2
C14823,30.0,17,3,2
C14824,18.8,4,4,2
C14825,37.7,18,3,2
C14826,43.5,11,5,3
C14827,31.8,14,3,3
C14828,64.4,25,1,1
C14829,32.8,17,3,3
C14830,58.5,24,1,0
C14831,24.1,5,3,3
C14832,34.3,11,3,2
C14833,29.2,5,5,4
C14834,12.3,4,4,4
C14835,29.7,10,3,3
C14836,57.1,19,1,0
C14837,23.2,11,5,4
C14838,53.7,18,2,1
C14839,31.0,13,4,3
C14840,31.2,13,3,2
C14841,27.1,11,3,1
C14842,51.2,19,2,2
C14843,53.7,27,2,1
C14844,26.2,15,3,3
C14845,29.8,12,3,3
C14846,29.0,2,3,1
C14847,47.1,15,3,2
C14848,47.5,20,3,1
C14849,26.9,6,5,5
C14850,83.4,30,0,0
C14851,65.6,28,2,1
C14852,26.8,16,3,2
C14853,73.8,25,1,0
C14854,44.9,20,2,1
C14855,49.5,15,3,3
C14856,15.2,10,5,5
C14857,49.7,19,3,2
C14858,33.2,13,3,2
C14859,55.6,16,2,1
C14860,65.5,29,1,0
C14861,64.0,23,1,1
C14862,4.0,0,5,5
C14863,27.4,14,4,2
C14864,18.4,6,5,4
C14865,29.7,12,3,3
C14866,21.4,9,4,2
C14867,45.6,14,5,4
C14868,33.4,8,3,2
C14869,31.5,12,4,4
C14870,41.3,15,2,2
C14871,66.4,25,1,0
C14872,36.1,12,3,3
C14873,38.9,10,4,4
C14874,52.3,18,2,2
C14875,51.4,14,3,1
C14876,40.7,10,4,2
C14877,15.0,9,4,3
C14878,32.2,14,5,4
C14879,27.9,14,3,2
C14880,62.8,21,1,0
C14881,25.5,8,3,2
C14882,46.0,11,3,3
C14883,7.4,0,5,3
C14884,5.6,1,5,5
C14885,42.3,15,2,1
C14886,25.1,14,3,2
C14887,45.1,20,3,1
C14888,8.0,5,4,4
C14889,12.8,8,4,3
C14890,17.5,15,4,3
C14891,34.3,10,3,1
C14892,19.3,5,4,4
C14893,19.8,4,4,3
C14894,25.4,9,4,3
C14895,53.8,21,2,2
C14896,14.4,7,5,3
C14897,56.6,22,2,0
C14898,31.2,14,4,2
C14899,30.6,8,3,2
C14900,19.1,9,4,3
C14901,44.8,17,4,3
C14902,33.0,15,3,2
C14903,11.7,0,4,3
C14904,64.1,21,1,0
C14905,34.3,9,3,3
C14906,71.8,28,2,1
C14907,15.9,7,5,5
C14908,20.8,10,3,2
C14909,41.0,21,3,1
C14910,35.0,14,3,3
C14911,31.7,9,3,3
C14912,43.5,20,2,2
C14913,23.1,13,4,2
C14914,44.1,17,5,4
C14915,46.3,18,3,2
C14916,45.8,12,2,2
C14917,25.1,12,4,4
C14918,17.7,7,4,4
C14919,61.0,26,4,4
C14920,36.1,24,2,0
C14921,53.6,23,3,2
C14922,43.8,12,3,2
C14923,59.3,29,1,1
C14924,62.7,22,3,3
C14925,56.9,23,2,1
C14926,26.8,10,4,2
C14927,24.0,10,3,2
C14928,27.1,11,3,1
C14929,63.4,23,1,0
C14930,41.7,19,3,1
C14931,67.8,21,2,0
C14932,46.6,18,2,2
C14933,48.0,22,3,2
C14934,69.9,22,1,0
C14935,65.0,25,3,3
C14936,56.6,26,2,1
C14937,61.0,18,2,2
C14938,48.7,17,2,2
C14939,56.6,24,1,0
C14940,31.9,13,3,1
C14941,36.2,14,2,1
C14942,27.4,13,3,3
C14943,3.5,3,5,5
C14944,54.4,26,1,1
C14945,23.9,11,4,2
C14946,57.7,25,1,0
C14947,26.7,7,3,1
C14948,29.9,12,3,3
C14949,51.1,22,4,3
C14950,36.3,19,2,2
C14951,10.2,9,5,5
C14952,30.1,15,3,1
C14953,32.4,11,3,1
C14954,42.0,18,3,1
C14955,63.6,25,2,1
C14956,25.3,10,5,3
C14957,36.7,18,5,5
C14958,37.7,22,2,0
C14959,31.0,8,4,4
C14960,0.7,4,5,3
C14961,44.0,13,3,2
C14962,20.3,13,4,2
C14963,31.2,19,3,3
C14964,35.3,11,6,4
C14965,65.7,28,1,1
C14966,51.7,24,3,2
C14967,25.1,11,5,5
C14968,54.2,25,2,2
C14969,52.6,17,2,1
C14970,11.9,3,4,2
C14971,53.2,18,2,0
C14972,50.9,19,3,3
C14973,52.7,21,1,0
C14974,11.6,1,4,2
C14975,50.7,16,3,1
C14976,32.4,10,3,2
C14977,25.0,7,3,3
C14978,53.1,25,3,2
C14979,46.5,22,2,0
C14980,52.4,23,4,4
C14981,3.7,8,4,3
C14982,49.0,22,2,2
C14983,32.2,8,4,2
C14984,18.8,13,3,2
C14985,55.2,23,2,0
C14986,60.3,21,2,0
C14987,8.2,4,5,5
C14988,27.7,16,4,2
C14989,59.4,21,1,1
C14990,56.9,19,2,2
C14991,56.9,25,3,2
C14992,0.0,1,7,6
C14993,56.1,18,2,1
C14994,56.7,21,2,2
C14995,7.0,4,5,3
C14996,24.6,10,5,5
C14997,44.1,12,5,5
C14998,82.1,25,1,0
C14999,49.7,19,3,1
C15000,60.6,19,3,1
C15001,52.6,16,3,2
C15002,32.3,9,3,2
C15003,20.2,18,4,2
C15004,26.0,9,3,1
C15005,56.3,19,3,3
C15006,26.7,14,4,3
C15007,41.2,18,2,2
C15008,51.4,18,2,2
C15009,76.3,30,0,0
C15010,42.7,9,3,2
C15011,52.2,14,1,1
C15012,71.1,27,2,2
C15013,55.1,20,1,0
C15014,14.3,0,4,2
C15015,60.4,20,2,2
C15016,73.3,25,2,0
C15017,57.7,21,2,2
