customer_id,plan,contract_type,monthly_charges,payment_method,auto_renewal
C12938,Standard,Annual,848.01,Net Banking,True
C12939,Premium,Annual,1475.01,Debit Card,False
C12940,Basic,Annual,399.25,Credit Card,True
C12941,Basic,Monthly,420.0,Debit Card,True
C12942,Standard,Monthly,781.84,Credit Card,False
C12943,Basic,Annual,455.29,UPI,True
C12944,Standard,Monthly,845.89,Credit Card,False
C12945,Standard,Monthly,607.17,UPI,False
C12946,Basic,Monthly,445.67,UPI,False
C12947,Standard,Monthly,834.14,Net Banking,False
C12948,Standard,Monthly,809.13,Credit Card,True
C12949,Basic,Monthly,441.74,Debit Card,False
C12950,Premium,Monthly,1019.7,Wallet,True
C12951,Premium,Annual,1220.02,UPI,False
C12952,Standard,Annual,844.45,Wallet,True
C12953,Standard,Monthly,879.2,Wallet,True
C12954,Standard,Monthly,667.84,UPI,False
C12955,Premium,Monthly,1288.6,Credit Card,True
C12956,Standard,Monthly,840.3,UPI,True
C12957,Standard,Monthly,824.72,UPI,False
C12958,Premium,Annual,1308.45,UPI,False
C12959,Basic,Monthly,302.74,UPI,False
C12960,Premium,Annual,1360.94,UPI,True
C12961,Basic,Monthly,453.65,UPI,False
C12962,Basic,Monthly,443.57,Debit Card,False
C12963,Basic,Monthly,452.16,Credit Card,False
C12964,Premium,Monthly,1214.46,Net Banking,False
C12965,Premium,Monthly,1495.88,Net Banking,False
C12966,Standard,Monthly,830.24,UPI,False
C12967,Standard,Annual,772.6,Credit Card,True
C12968,Standard,Monthly,879.26,Credit Card,False
C12969,Premium,Monthly,1453.1,Credit Card,True
C12970,Standard,Monthly,843.37,Credit Card,True
C12971,Basic,Monthly,411.74,Debit Card,True
C12972,Basic,Monthly,404.42,Credit Card,False
C12973,Standard,Monthly,697.61,Credit Card,True
C12974,Standard,Monthly,674.26,UPI,True
C12975,Basic,Monthly,401.47,Wallet,False
C12976,Basic,Monthly,414.56,Credit Card,True
C12977,Premium,Monthly,1121.26,Debit Card,False
C12978,Basic,Monthly,483.52,Wallet,False
C12979,Standard,Monthly,766.18,Wallet,False
C12980,Premium,Monthly,1262.25,Debit Card,True
C12981,Basic,Monthly,386.13,Debit Card,True
C12982,Basic,Monthly,310.61,Credit Card,False
C12983,Standard,Annual,863.72,Credit Card,False
C12984,Premium,Monthly,1157.5,Debit Card,False
C12985,Standard,Annual,791.74,Debit Card,False
C12986,Premium,Monthly,1302.72,UPI,True
C12987,Basic,Monthly,415.9,Credit Card,False
C12988,Standard,Annual,756.71,UPI,False
C12989,Standard,Monthly,653.43,Credit Card,True
C12990,Premium,Monthly,1139.3,UPI,False
C12991,Basic,Monthly,403.84,UPI,True
C12992,Premium,Annual,1393.67,UPI,True
C12993,Standard,Monthly,728.6,Credit Card,True
C12994,Basic,Monthly,339.78,Credit Card,True
C12995,Basic,Annual,316.59,Credit Card,True
C12996,Premium,Monthly,1330.51,UPI,False
C12997,Basic,Monthly,383.67,Credit Card,True
C12998,Basic,Monthly,324.07,UPI,False
C12999,Basic,Monthly,433.89,Credit Card,False
C13000,Premium,Monthly,1102.79,Debit Card,True
C13001,Standard,Monthly,751.7,UPI,True
C13002,Standard,Monthly,690.86,Debit Card,True
C13003,Basic,Monthly,485.34,Credit Card,False
C13004,Standard,Annual,667.49,UPI,True
C13005,Standard,Annual,724.98,UPI,True
C13006,Premium,Monthly,1478.75,Credit Card,True
C13007,Premium,Monthly,1158.36,Credit Card,True
C13008,Basic,Annual,427.92,UPI,False
C13009,Standard,Monthly,694.02,Wallet,True
C13010,Basic,Monthly,321.13,Credit Card,False
C13011,Standard,Monthly,787.26,UPI,True
C13012,Basic,Annual,482.21,Wallet,True
C13013,Basic,Monthly,389.51,Debit Card,False
C13014,Basic,Monthly,424.24,Debit Card,False
C13015,Standard,Monthly,781.67,UPI,True
C13016,Basic,Annual,382.02,Credit Card,True
C13017,Standard,Monthly,783.47,Debit Card,False
C13018,Basic,Annual,350.86,Credit Card,True
C13019,Basic,Monthly,374.61,Credit Card,False
C13020,Standard,Monthly,731.7,Credit Card,False
C13021,Basic,Monthly,471.8,UPI,False
C13022,Basic,Monthly,368.67,Wallet,True
C13023,Standard,Annual,789.54,Debit Card,False
C13024,Basic,Annual,341.68,Credit Card,True
C13025,Basic,Annual,349.51,UPI,False
C13026,Basic,Annual,428.69,UPI,True
C13027,Premium,Monthly,1380.15,UPI,False
C13028,Standard,Annual,737.64,UPI,True
C13029,Standard,Annual,699.53,Wallet,True
C13030,Standard,Monthly,872.08,Credit Card,True
C13031,Basic,Monthly,326.16,Credit Card,False
C13032,Basic,Monthly,443.14,Debit Card,False
C13033,Standard,Annual,806.05,Debit Card,True
C13034,Basic,Monthly,437.05,Wallet,False
C13035,Basic,Monthly,486.08,Wallet,True
C13036,Basic,Annual,444.64,Net Banking,True
C13037,Basic,Monthly,359.31,Credit Card,True
C13038,Premium,Annual,1175.7,UPI,False
C13039,Basic,Annual,377.22,Debit Card,True
C13040,Standard,Annual,608.24,Wallet,True
C13041,Basic,Monthly,481.7,Credit Card,True
C13042,Premium,Monthly,1035.78,Credit Card,False
C13043,Basic,Monthly,438.96,Net Banking,False
C13044,Basic,Monthly,445.03,UPI,True
C13045,Standard,Monthly,852.11,Net Banking,False
C13046,Standard,Annual,765.01,Credit Card,True
C13047,Basic,Annual,444.05,Net Banking,False
C13048,Basic,Monthly,359.54,UPI,True
C13049,Basic,Monthly,448.12,UPI,False
C13050,Basic,Annual,367.68,UPI,True
C13051,Basic,Monthly,479.57,UPI,False
C13052,Standard,Annual,648.01,Debit Card,True
C13053,Basic,Annual,362.15,Credit Card,True
C13054,Basic,Annual,398.75,UPI,True
C13055,Standard,Monthly,831.76,UPI,False
C13056,Premium,Annual,1373.4,Credit Card,True
C13057,Standard,Annual,662.22,Credit Card,False
C13058,Basic,Monthly,327.85,UPI,False
C13059,Basic,Monthly,359.79,Credit Card,False
C13060,Premium,Monthly,1240.88,Credit Card,False
C13061,Basic,Monthly,406.8,Net Banking,True
C13062,Basic,Annual,384.83,Credit Card,False
C13063,Standard,Annual,797.93,Debit Card,False
C13064,Standard,Annual,727.27,Debit Card,True
C13065,Standard,Monthly,882.9,Debit Card,False
C13066,Basic,Monthly,351.19,Debit Card,False
C13067,Basic,Monthly,424.47,Wallet,False
C13068,Premium,Annual,1304.69,UPI,True
C13069,Basic,Annual,355.31,Debit Card,True
C13070,Standard,Annual,722.51,Debit Card,False
C13071,Standard,Monthly,708.64,UPI,False
C13072,Standard,Annual,650.75,Credit Card,True
C13073,Basic,Annual,394.46,Wallet,True
C13074,Basic,Annual,376.33,Credit Card,False
C13075,Standard,Monthly,652.5,UPI,False
C13076,Premium,Annual,1223.94,UPI,False
C13077,Premium,Monthly,1209.92,Net Banking,False
C13078,Basic,Monthly,325.27,Credit Card,True
C13079,Basic,Monthly,325.24,UPI,False
C13080,Premium,Annual,1322.75,Credit Card,False
C13081,Standard,Monthly,810.97,Net Banking,False
C13082,Premium,Monthly,1469.59,Debit Card,True
C13083,Basic,Monthly,316.4,Credit Card,False
C13084,Standard,Annual,634.36,UPI,True
C13085,Standard,Annual,614.55,Debit Card,True
C13086,Standard,Monthly,758.67,Credit Card,False
C13087,Basic,Monthly,423.55,Debit Card,True
C13088,Basic,Monthly,379.7,Credit Card,False
C13089,Standard,Monthly,838.37,Wallet,True
C13090,Basic,Monthly,436.34,Debit Card,False
C13091,Standard,Annual,894.75,UPI,True
C13092,Premium,Monthly,1067.95,Wallet,True
C13093,Basic,Monthly,310.66,Debit Card,True
C13094,Premium,Monthly,1136.4,Debit Card,False
C13095,Basic,Monthly,302.81,Credit Card,True
C13096,Standard,Monthly,878.78,Wallet,True
C13097,Premium,Monthly,1150.98,Net Banking,True
C13098,Basic,Annual,409.49,Credit Card,True
C13099,Basic,Monthly,362.61,Debit Card,False
C13100,Basic,Monthly,348.16,Wallet,False
C13101,Basic,Monthly,329.47,UPI,False
C13102,Standard,Monthly,695.11,UPI,False
C13103,Premium,Monthly,1306.71,UPI,False
C13104,Basic,Monthly,493.32,UPI,False
C13105,Basic,Monthly,410.62,Wallet,True
C13106,Basic,Annual,405.54,Net Banking,True
C13107,Standard,Monthly,609.58,Wallet,False
C13108,Basic,Monthly,467.02,Net Banking,False
C13109,Standard,Monthly,612.45,Credit Card,False
C13110,Standard,Monthly,870.87,Credit Card,False
C13111,Standard,Monthly,760.6,Net Banking,False
C13112,Basic,Monthly,332.69,Credit Card,False
C13113,Standard,Monthly,734.51,UPI,True
C13114,Basic,Annual,498.0,Net Banking,True
C13115,Basic,Monthly,360.02,Debit Card,False
C13116,Premium,Monthly,1133.73,Debit Card,False
C13117,Standard,Monthly,634.4,Credit Card,True
C13118,Basic,Annual,418.43,Credit Card,True
C13119,Basic,Monthly,316.85,UPI,True
C13120,Basic,Annual,452.2,Credit Card,False
C13121,Basic,Annual,482.84,Wallet,False
C13122,Basic,Annual,485.37,Credit Card,False
C13123,Basic,Monthly,320.58,UPI,True
C13124,Standard,Monthly,766.48,Credit Card,False
C13125,Standard,Monthly,628.13,UPI,True
C13126,Standard,Monthly,770.6,Debit Card,False
C13127,Standard,Annual,843.49,Credit Card,True
C13128,Basic,Annual,406.56,UPI,False
C13129,Premium,Monthly,1435.03,Wallet,True
C13130,Premium,Monthly,1399.84,Credit Card,False
C13131,Premium,Monthly,1137.27,Credit Card,True
C13132,Premium,Monthly,1314.05,UPI,False
C13133,Premium,Monthly,1002.71,Net Banking,False
C13134,Standard,Monthly,717.81,Credit Card,False
C13135,Basic,Monthly,346.59,Credit Card,True
C13136,Standard,Monthly,880.13,Credit Card,True
C13137,Standard,Monthly,720.62,Credit Card,False
C13138,Standard,Annual,795.22,Credit Card,False
C13139,Standard,Monthly,818.59,Debit Card,False
C13140,Basic,Annual,453.64,Debit Card,False
C13141,Basic,Monthly,446.16,Debit Card,False
C13142,Premium,Monthly,1143.58,Credit Card,False
C13143,Standard,Monthly,804.82,Debit Card,False
C13144,Standard,Monthly,763.7,Credit Card,True
C13145,Basic,Monthly,418.47,Credit Card,False
C13146,Basic,Monthly,299.16,Debit Card,False
C13147,Premium,Monthly,1128.13,Credit Card,False
C13148,Standard,Monthly,878.21,Net Banking,True
C13149,Standard,Annual,686.02,Credit Card,True
C13150,Standard,Annual,730.4,UPI,True
C13151,Standard,Monthly,655.0,Debit Card,True
C13152,Basic,Monthly,326.72,Debit Card,True
C13153,Standard,Monthly,661.6,UPI,False
C13154,Basic,Monthly,409.73,Credit Card,True
C13155,Basic,Monthly,482.81,Credit Card,False
C13156,Standard,Monthly,696.86,Debit Card,False
C13157,Premium,Monthly,1160.7,Debit Card,True
C13158,Basic,Monthly,411.83,Debit Card,True
C13159,Premium,Monthly,1177.37,UPI,False
C13160,Basic,Annual,481.08,Credit Card,True
C13161,Basic,Monthly,374.57,Wallet,True
C13162,Basic,Monthly,397.09,Credit Card,True
C13163,Basic,Monthly,405.68,Credit Card,True
C13164,Standard,Monthly,833.62,Wallet,False
C13165,Basic,Annual,411.78,Credit Card,True
C13166,Standard,Monthly,670.75,Wallet,False
C13167,Premium,Annual,1060.99,Credit Card,True
C13168,Basic,Monthly,486.55,Credit Card,False
C13169,Standard,Monthly,839.47,Credit Card,False
C13170,Basic,Monthly,303.59,Debit Card,False
C13171,Standard,Annual,845.46,UPI,False
C13172,Basic,Annual,417.12,Credit Card,True
C13173,Basic,Monthly,402.78,Credit Card,True
C13174,Basic,Monthly,301.45,Credit Card,False
C13175,Basic,Annual,455.17,Credit Card,True
C13176,Basic,Annual,338.61,Wallet,True
C13177,Standard,Monthly,817.39,Debit Card,True
C13178,Premium,Monthly,1006.93,UPI,False
C13179,Premium,Monthly,1397.18,Credit Card,False
C13180,Standard,Monthly,605.91,Credit Card,True
C13181,Basic,Annual,346.18,UPI,True
C13182,Basic,Monthly,352.66,Net Banking,True
C13183,Basic,Monthly,330.5,Net Banking,True
C13184,Basic,Monthly,395.21,UPI,True
C13185,Standard,Monthly,684.11,Credit Card,False
C13186,Standard,Monthly,896.99,Credit Card,False
C13187,Basic,Monthly,414.99,UPI,False
C13188,Basic,Monthly,412.3,Credit Card,True
C13189,Premium,Monthly,1109.43,Net Banking,True
C13190,Standard,Annual,721.61,UPI,True
C13191,Basic,Monthly,323.8,Net Banking,True
C13192,Premium,Monthly,1380.26,UPI,False
C13193,Premium,Monthly,1164.58,UPI,True
C13194,Basic,Monthly,449.39,Credit Card,True
C13195,Basic,Monthly,373.34,UPI,False
C13196,Standard,Annual,895.63,Credit Card,True
C13197,Premium,Monthly,1084.56,UPI,False
C13198,Premium,Annual,999.76,UPI,False
C13199,Basic,Monthly,417.97,UPI,False
C13200,Basic,Monthly,489.59,UPI,False
C13201,Standard,Monthly,793.12,UPI,False
C13202,Standard,Monthly,624.72,Credit Card,True
C13203,Basic,Annual,407.1,Wallet,True
C13204,Premium,Annual,1453.74,Credit Card,True
C13205,Standard,Monthly,600.95,Net Banking,False
C13206,Premium,Monthly,1082.46,Debit Card,False
C13207,Premium,Monthly,1406.28,Net Banking,True
C13208,Standard,Annual,867.17,Debit Card,True
C13209,Basic,Monthly,440.43,UPI,False
C13210,Standard,Monthly,896.47,Debit Card,True
C13211,Basic,Monthly,317.04,UPI,False
C13212,Standard,Monthly,762.7,Credit Card,False
C13213,Basic,Monthly,436.0,UPI,True
C13214,Standard,Monthly,809.79,Credit Card,False
C13215,Basic,Monthly,457.7,UPI,False
C13216,Basic,Monthly,482.53,Credit Card,False
C13217,Basic,Monthly,371.33,Credit Card,False
C13218,Basic,Monthly,307.59,Net Banking,True
C13219,Standard,Monthly,707.73,Net Banking,True
C13220,Standard,Annual,800.48,UPI,True
C13221,Standard,Monthly,663.04,Wallet,False
C13222,Basic,Monthly,460.99,Credit Card,True
C13223,Basic,Monthly,342.95,Credit Card,False
C13224,Basic,Monthly,301.01,Credit Card,True
C13225,Basic,Monthly,400.62,Debit Card,True
C13226,Premium,Monthly,1362.23,Debit Card,True
C13227,Basic,Annual,368.93,UPI,True
C13228,Basic,Monthly,448.78,Credit Card,True
C13229,Basic,Annual,386.68,Credit Card,False
C13230,Basic,Monthly,333.34,UPI,False
C13231,Standard,Monthly,626.17,Credit Card,True
C13232,Standard,Annual,812.18,Debit Card,True
C13233,Basic,Annual,376.14,Credit Card,True
C13234,Basic,Monthly,481.55,Wallet,False
C13235,Basic,Monthly,407.05,Debit Card,True
C13236,Basic,Monthly,368.69,Net Banking,False
C13237,Basic,Monthly,368.8,UPI,True
C13238,Premium,Monthly,1064.72,Credit Card,False
C13239,Standard,Monthly,777.14,Credit Card,True
C13240,Standard,Monthly,773.65,UPI,False
C13241,Basic,Annual,459.0,Wallet,False
C13242,Basic,Monthly,339.24,Credit Card,False
C13243,Standard,Monthly,686.24,Credit Card,False
C13244,Standard,Monthly,628.17,Debit Card,False
C13245,Standard,Monthly,687.6,Debit Card,False
C13246,Basic,Annual,384.62,Net Banking,True
C13247,Standard,Monthly,888.21,Debit Card,False
C13248,Basic,Monthly,429.61,Credit Card,False
C13249,Premium,Monthly,1390.44,Wallet,True
C13250,Standard,Monthly,696.65,Debit Card,True
C13251,Standard,Monthly,642.35,UPI,True
C13252,Basic,Monthly,350.34,UPI,False
C13253,Standard,Monthly,675.94,Credit Card,True
C13254,Basic,Monthly,415.62,Credit Card,False
C13255,Basic,Annual,367.29,Credit Card,True
C13256,Basic,Monthly,470.48,Wallet,False
C13257,Standard,Monthly,895.56,UPI,True
C13258,Basic,Monthly,367.66,Credit Card,True
C13259,Basic,Annual,440.01,UPI,True
C13260,Premium,Monthly,1327.74,UPI,False
C13261,Basic,Monthly,337.89,Credit Card,True
C13262,Standard,Monthly,874.4,Debit Card,False
C13263,Basic,Monthly,338.89,UPI,False
C13264,Basic,Annual,446.39,Credit Card,True
C13265,Standard,Monthly,703.28,Net Banking,False
C13266,Basic,Monthly,372.42,UPI,False
C13267,Standard,Annual,735.63,Credit Card,True
C13268,Standard,Monthly,858.35,Net Banking,False
C13269,Standard,Monthly,641.08,Credit Card,True
C13270,Standard,Annual,615.37,Net Banking,True
C13271,Basic,Monthly,379.41,Debit Card,False
C13272,Basic,Monthly,310.12,UPI,False
C13273,Standard,Annual,805.28,UPI,True
C13274,Standard,Monthly,827.1,Credit Card,True
C13275,Premium,Monthly,1426.36,Debit Card,False
C13276,Premium,Monthly,1370.92,UPI,False
C13277,Premium,Monthly,1457.18,UPI,False
C13278,Standard,Monthly,823.49,Credit Card,True
C13279,Basic,Monthly,486.22,Wallet,False
C13280,Standard,Annual,656.93,UPI,True
C13281,Standard,Annual,748.96,Credit Card,True
C13282,Basic,Monthly,497.79,UPI,False
C13283,Premium,Monthly,1339.79,Debit Card,True
C13284,Premium,Monthly,1438.32,Net Banking,False
C13285,Standard,Annual,608.12,Debit Card,True
C13286,Basic,Monthly,473.35,Credit Card,False
C13287,Basic,Monthly,438.54,Credit Card,True
C13288,Premium,Annual,1084.38,Wallet,False
C13289,Premium,Annual,1011.84,Debit Card,False
C13290,Basic,Monthly,350.99,Credit Card,False
C13291,Basic,Annual,482.15,Debit Card,True
C13292,Premium,Monthly,1333.07,Credit Card,False
C13293,Basic,Monthly,482.89,Credit Card,True
C13294,Standard,Monthly,732.85,UPI,True
C13295,Premium,Monthly,1467.31,Credit Card,True
C13296,Basic,Annual,391.59,UPI,True
C13297,Standard,Monthly,660.28,Debit Card,True
C13298,Basic,Annual,329.28,UPI,True
C13299,Basic,Monthly,497.76,Debit Card,False
C13300,Premium,Monthly,1165.93,UPI,False
C13301,Basic,Monthly,331.01,Credit Card,False
C13302,Premium,Monthly,1003.2,Debit Card,False
C13303,Standard,Monthly,684.67,Credit Card,False
C13304,Basic,Monthly,476.82,Debit Card,True
C13305,Basic,Monthly,405.8,Debit Card,True
C13306,Basic,Annual,425.49,UPI,True
C13307,Basic,Monthly,483.48,UPI,False
C13308,Basic,Annual,401.57,Debit Card,False
C13309,Basic,Monthly,466.66,Credit Card,False
C13310,Standard,Monthly,696.15,UPI,False
C13311,Standard,Monthly,892.13,Wallet,False
C13312,Standard,Monthly,622.64,Credit Card,True
C13313,Standard,Monthly,816.45,Credit Card,False
C13314,Basic,Monthly,431.11,Credit Card,False
C13315,Basic,Annual,337.33,Debit Card,True
C13316,Standard,Monthly,715.65,Debit Card,True
C13317,Standard,Monthly,692.85,Net Banking,True
C13318,Basic,Annual,317.9,Debit Card,True
C13319,Premium,Annual,1291.39,Credit Card,True
C13320,Standard,Monthly,897.1,Wallet,True
C13321,Standard,Monthly,766.88,Credit Card,False
C13322,Basic,Monthly,408.05,Credit Card,False
C13323,Standard,Annual,611.09,Credit Card,False
C13324,Standard,Monthly,640.77,Credit Card,False
C13325,Standard,Monthly,752.97,UPI,True
C13326,Standard,Monthly,894.55,Debit Card,False
C13327,Premium,Monthly,1437.3,UPI,True
C13328,Standard,Monthly,701.06,UPI,False
C13329,Basic,Monthly,407.6,Credit Card,False
C13330,Standard,Monthly,764.81,UPI,True
C13331,Standard,Annual,804.61,UPI,True
C13332,Standard,Monthly,805.33,Net Banking,True
C13333,Basic,Monthly,456.96,Credit Card,True
C13334,Basic,Monthly,303.99,Debit Card,False
C13335,Premium,Monthly,1470.84,Net Banking,False
C13336,Standard,Annual,620.02,Credit Card,True
C13337,Premium,Annual,1237.08,Credit Card,True
C13338,Standard,Monthly,874.87,UPI,True
C13339,Standard,Monthly,745.3,Debit Card,True
C13340,Standard,Monthly,618.09,Debit Card,False
C13341,Premium,Monthly,1113.62,Net Banking,True
C13342,Standard,Monthly,772.6,UPI,False
C13343,Standard,Annual,625.36,UPI,True
C13344,Basic,Annual,383.74,Credit Card,True
C13345,Standard,Annual,697.73,UPI,False
C13346,Standard,Annual,843.56,UPI,False
C13347,Basic,Annual,321.03,Credit Card,True
C13348,Basic,Monthly,435.56,Debit Card,True
C13349,Basic,Annual,380.32,UPI,False
C13350,Basic,Monthly,416.55,Debit Card,True
C13351,Basic,Monthly,340.11,Debit Card,True
C13352,Basic,Annual,420.94,Debit Card,False
C13353,Premium,Annual,1335.99,Credit Card,True
C13354,Standard,Annual,620.07,Debit Card,True
C13355,Basic,Monthly,463.87,Net Banking,False
C13356,Basic,Annual,471.25,Debit Card,False
C13357,Standard,Monthly,618.07,Debit Card,False
C13358,Basic,Monthly,419.64,Credit Card,False
C13359,Premium,Monthly,1296.01,Credit Card,False
C13360,Standard,Monthly,602.74,Credit Card,True
C13361,Standard,Monthly,701.7,Credit Card,True
C13362,Basic,Monthly,492.79,Debit Card,True
C13363,Standard,Monthly,765.64,Debit Card,True
C13364,Basic,Monthly,485.64,Credit Card,False
C13365,Premium,Monthly,1336.82,Wallet,True
C13366,Standard,Monthly,607.52,Debit Card,False
C13367,Basic,Annual,314.54,UPI,True
C13368,Basic,Monthly,443.44,Credit Card,True
C13369,Basic,Monthly,409.91,Credit Card,False
C13370,Standard,Annual,637.15,UPI,True
C13371,Basic,Annual,421.81,Credit Card,True
C13372,Standard,Annual,842.09,Credit Card,False
C13373,Basic,Monthly,449.6,Credit Card,True
C13374,Standard,Annual,672.85,Credit Card,False
C13375,Premium,Monthly,1128.1,UPI,True
C13376,Standard,Annual,889.35,UPI,True
C13377,Standard,Annual,865.22,Debit Card,False
C13378,Basic,Annual,362.67,Credit Card,True
C13379,Basic,Monthly,463.81,Net Banking,True
C13380,Standard,Annual,647.52,Credit Card,True
C13381,Basic,Monthly,338.37,UPI,False
C13382,Basic,Monthly,335.24,Wallet,True
C13383,Basic,Annual,316.54,Credit Card,False
C13384,Basic,Monthly,469.94,Credit Card,True
C13385,Basic,Monthly,414.76,Wallet,False
C13386,Premium,Annual,1128.48,Credit Card,True
C13387,Basic,Monthly,468.73,Credit Card,False
C13388,Standard,Monthly,839.79,Debit Card,True
C13389,Basic,Monthly,319.19,Credit Card,True
C13390,Standard,Monthly,792.24,Wallet,True
C13391,Basic,Monthly,443.37,Credit Card,False
C13392,Premium,Annual,1356.91,Debit Card,False
C13393,Premium,Monthly,1360.57,UPI,False
C13394,Basic,Monthly,332.89,Debit Card,False
C13395,Premium,Monthly,1156.54,UPI,True
C13396,Premium,Annual,1421.09,Wallet,False
C13397,Premium,Monthly,1448.2,Net Banking,False
C13398,Premium,Monthly,1138.59,Debit Card,False
C13399,Basic,Monthly,303.6,UPI,False
C13400,Standard,Monthly,856.93,Credit Card,True
C13401,Basic,Monthly,374.42,Debit Card,True
C13402,Basic,Monthly,364.89,Credit Card,True
C13403,Premium,Annual,1172.5,UPI,True
C13404,Basic,Monthly,382.14,Credit Card,False
C13405,Standard,Monthly,712.48,UPI,False
C13406,Premium,Monthly,1282.22,Debit Card,True
C13407,Premium,Annual,1038.47,Wallet,True
C13408,Premium,Annual,1484.77,Debit Card,True
C13409,Basic,Monthly,486.29,Net Banking,False
C13410,Basic,Annual,485.88,UPI,True
C13411,Basic,Annual,474.86,Wallet,True
C13412,Basic,Annual,431.07,UPI,True
C13413,Basic,Annual,343.22,UPI,False
C13414,Basic,Annual,308.9,Credit Card,True
C13415,Standard,Annual,628.8,UPI,True
C13416,Standard,Annual,696.2,Credit Card,True
C13417,Basic,Monthly,399.78,Credit Card,False
C13418,Standard,Monthly,896.98,UPI,True
C13419,Basic,Monthly,386.09,Credit Card,True
C13420,Basic,Annual,403.93,Debit Card,False
C13421,Standard,Monthly,807.55,Credit Card,True
C13422,Standard,Monthly,653.22,Credit Card,False
C13423,Standard,Monthly,878.85,Credit Card,True
C13424,Basic,Monthly,404.81,Debit Card,False
C13425,Premium,Monthly,1137.13,Credit Card,True
C13426,Standard,Monthly,879.53,UPI,False
C13427,Standard,Monthly,786.64,Credit Card,False
C13428,Standard,Monthly,744.11,Wallet,False
C13429,Premium,Monthly,1289.08,Wallet,True
C13430,Standard,Monthly,823.49,Debit Card,False
C13431,Standard,Annual,645.36,Credit Card,True
C13432,Premium,Annual,1431.42,Credit Card,True
C13433,Standard,Monthly,886.85,Wallet,True
C13434,Basic,Monthly,412.4,UPI,False
C13435,Standard,Annual,803.68,UPI,True
C13436,Basic,Monthly,470.97,Net Banking,False
C13437,Basic,Monthly,373.96,Wallet,False
C13438,Standard,Annual,896.85,Net Banking,True
C13439,Premium,Monthly,1339.25,UPI,True
C13440,Premium,Monthly,1211.0,Net Banking,True
C13441,Basic,Monthly,434.47,Net Banking,False
C13442,Standard,Monthly,755.5,Debit Card,True
C13443,Basic,Annual,321.33,Wallet,True
C13444,Premium,Monthly,1396.93,UPI,False
C13445,Premium,Annual,1281.19,Debit Card,False
C13446,Standard,Monthly,837.75,Debit Card,False
C13447,Premium,Monthly,1076.46,UPI,False
C13448,Standard,Monthly,760.51,Debit Card,False
C13449,Standard,Monthly,828.99,Net Banking,True
C13450,Basic,Monthly,496.66,Credit Card,False
C13451,Standard,Monthly,864.32,Wallet,True
C13452,Standard,Annual,858.3,Debit Card,False
C13453,Standard,Annual,673.24,Credit Card,True
C13454,Basic,Monthly,466.6,Net Banking,False
C13455,Premium,Annual,1083.64,Credit Card,False
C13456,Basic,Monthly,338.62,Net Banking,False
C13457,Standard,Monthly,632.04,Credit Card,False
C13458,Standard,Monthly,856.28,Wallet,True
C13459,Standard,Monthly,631.48,Credit Card,False
C13460,Standard,Monthly,640.43,Credit Card,False
C13461,Basic,Monthly,348.18,Wallet,True
C13462,Basic,Monthly,413.53,Credit Card,False
C13463,Standard,Monthly,863.05,Wallet,False
C13464,Standard,Monthly,724.47,Net Banking,True
C13465,Basic,Monthly,408.26,Credit Card,False
C13466,Standard,Monthly,648.95,Debit Card,True
C13467,Standard,Monthly,678.78,Credit Card,False
C13468,Standard,Monthly,639.18,Debit Card,False
C13469,Premium,Monthly,1203.96,Debit Card,False
C13470,Basic,Monthly,417.07,UPI,True
C13471,Basic,Monthly,355.8,Wallet,False
C13472,Standard,Annual,852.8,Credit Card,False
C13473,Standard,Monthly,893.37,Debit Card,False
C13474,Standard,Monthly,635.05,UPI,False
C13475,Premium,Annual,1007.93,Credit Card,True
C13476,Premium,Annual,1393.89,UPI,True
C13477,Premium,Monthly,1094.32,Debit Card,False
C13478,Standard,Monthly,704.94,Wallet,True
C13479,Standard,Monthly,717.27,UPI,True
C13480,Basic,Monthly,482.32,Debit Card,False
C13481,Basic,Monthly,430.77,UPI,False
C13482,Standard,Annual,611.18,Net Banking,True
C13483,Basic,Annual,301.96,Net Banking,True
C13484,Premium,Monthly,1098.78,Credit Card,False
C13485,Standard,Monthly,694.45,Debit Card,False
C13486,Standard,Annual,744.36,Debit Card,True
C13487,Basic,Monthly,466.57,Debit Card,False
C13488,Basic,Monthly,361.96,Debit Card,False
C13489,Basic,Monthly,374.31,UPI,False
C13490,Basic,Monthly,364.87,Credit Card,True
C13491,Basic,Annual,300.79,Credit Card,True
C13492,Standard,Monthly,885.56,Credit Card,False
C13493,Premium,Monthly,1068.5,Credit Card,True
C13494,Premium,Annual,1142.83,Credit Card,False
C13495,Standard,Annual,637.79,UPI,True
C13496,Basic,Annual,397.11,Wallet,True
C13497,Premium,Annual,1465.08,UPI,False
C13498,Premium,Monthly,1049.35,Debit Card,False
C13499,Basic,Monthly,387.18,Net Banking,False
C13500,Standard,Monthly,605.71,Credit Card,True
C13501,Basic,Annual,453.18,Credit Card,False
C13502,Premium,Monthly,1319.61,Debit Card,True
C13503,Premium,Annual,1348.85,Debit Card,True
C13504,Basic,Monthly,393.47,UPI,True
C13505,Premium,Monthly,1452.82,Wallet,True
C13506,Standard,Annual,721.87,UPI,True
C13507,Premium,Monthly,1256.04,Debit Card,False
C13508,Standard,Monthly,807.59,Credit Card,True
C13509,Premium,Monthly,1259.28,Debit Card,True
C13510,Basic,Monthly,336.87,Wallet,True
C13511,Basic,Annual,362.41,Debit Card,True
