customer_id,plan,contract_type,monthly_charges,tenure_months,monthly_usage_hours,support_tickets,auto_renewal,risk_score,risk_level
C12301,Basic,Monthly,318.79,10,14.2,4,False,5,High Risk
C12302,Standard,Annual,882.94,16,31.3,3,True,1,Medium Risk
C12303,Basic,Monthly,456.12,7,14.1,4,True,4,High Risk
C12304,Basic,Monthly,382.09,21,32.2,4,False,3,High Risk
C12305,Basic,Monthly,336.93,8,44.4,2,False,3,High Risk
C12307,Basic,Annual,431.0,23,49.1,3,False,2,Medium Risk
C12308,Premium,Monthly,1297.0,2,39.1,3,True,3,High Risk
C12309,Standard,Monthly,776.96,34,61.6,1,False,2,Medium Risk
C12310,Basic,Annual,461.8,35,46.3,3,True,1,Medium Risk
C12311,Standard,Monthly,834.94,0,78.4,1,False,3,High Risk
C12313,Standard,Monthly,622.19,9,55.0,3,True,3,High Risk
C12314,Basic,Monthly,393.21,1,18.6,3,False,5,High Risk
C12315,Premium,Annual,1248.31,30,35.6,3,True,1,Medium Risk
C12317,Premium,Monthly,1192.19,21,35.9,3,True,2,Medium Risk
C12318,Basic,Annual,369.91,7,44.8,3,True,2,Medium Risk
C12320,Premium,Monthly,1496.94,35,18.9,4,True,3,High Risk
C12321,Basic,Monthly,405.52,5,74.4,1,False,3,High Risk
C12322,Standard,Monthly,708.84,30,53.5,2,True,1,Medium Risk
C12323,Basic,Monthly,372.06,6,29.3,5,False,4,High Risk
C12324,Premium,Monthly,1231.41,11,25.5,7,True,3,High Risk
C12325,Standard,Monthly,803.61,7,0.0,5,False,5,High Risk
C12326,Premium,Monthly,1446.68,18,53.3,2,True,1,Medium Risk
C12327,Standard,Monthly,629.27,21,52.4,3,True,2,Medium Risk
C12328,Premium,Monthly,1402.56,32,17.3,4,False,4,High Risk
C12329,Standard,Annual,768.3,32,75.7,0,True,0,Low Risk
C12330,Standard,Monthly,716.19,8,3.4,4,True,4,High Risk
C12331,Premium,Monthly,1381.16,34,34.2,4,True,2,Medium Risk
C12332,Standard,Monthly,864.3,31,22.8,4,False,3,High Risk
C12333,Standard,Annual,859.22,15,51.4,2,True,0,Low Risk
C12334,Standard,Monthly,859.89,22,46.5,4,True,2,Medium Risk
C12336,Basic,Monthly,413.41,0,48.0,3,True,3,High Risk
C12338,Premium,Annual,1292.59,26,68.3,1,False,1,Medium Risk
C12340,Basic,Annual,370.81,16,24.2,4,True,1,Medium Risk
C12341,Premium,Annual,1429.39,34,31.1,3,True,1,Medium Risk
C12342,Premium,Monthly,1291.98,19,55.1,1,True,1,Medium Risk
C12343,Premium,Annual,1397.04,28,24.7,3,True,1,Medium Risk
C12344,Premium,Annual,1139.98,13,62.9,3,True,1,Medium Risk
C12345,Premium,Monthly,1400.55,19,39.0,3,True,2,Medium Risk
C12346,Premium,Monthly,1114.52,21,21.4,4,True,2,Medium Risk
C12347,Standard,Monthly,636.64,8,22.6,4,False,4,High Risk
C12349,Standard,Annual,648.16,25,35.1,3,False,2,Medium Risk
C12350,Standard,Annual,893.84,2,42.4,3,False,3,High Risk
C12351,Basic,Monthly,452.86,10,14.1,4,True,4,High Risk
C12352,Basic,Annual,395.76,26,71.0,1,True,0,Low Risk
C12353,Basic,Monthly,458.29,26,40.3,2,False,2,Medium Risk
C12355,Premium,Monthly,1195.63,19,41.3,3,False,3,High Risk
C12356,Standard,Monthly,773.84,10,10.3,4,True,4,High Risk
C12357,Standard,Monthly,804.41,11,36.4,3,False,4,High Risk
C12358,Standard,Monthly,600.41,24,30.7,5,False,3,High Risk
C12362,Basic,Monthly,448.81,15,0.3,5,False,4,High Risk
C12363,Basic,Monthly,302.1,31,27.8,5,False,3,High Risk
C12365,Standard,Monthly,877.3,9,42.0,3,True,3,High Risk
C12366,Premium,Annual,1218.05,16,72.4,1,True,0,Low Risk
C12367,Premium,Annual,1311.39,30,29.3,5,True,1,Medium Risk
C12368,Basic,Monthly,355.19,4,33.8,4,False,4,High Risk
C12369,Premium,Monthly,1125.47,2,47.7,2,False,3,High Risk
C12370,Premium,Annual,1045.1,26,52.5,3,True,1,Medium Risk
C12373,Basic,Annual,480.9,27,20.0,3,True,1,Medium Risk
C12374,Basic,Annual,316.59,18,61.4,1,True,0,Low Risk
C12376,Standard,Monthly,750.25,3,42.4,3,False,4,High Risk
C12377,Basic,Annual,421.55,33,72.4,1,True,0,Low Risk
C12378,Premium,Annual,1380.63,35,28.5,4,True,1,Medium Risk
C12379,Basic,Annual,333.26,18,59.2,4,True,1,Medium Risk
C12380,Basic,Monthly,403.53,30,62.5,3,True,2,Medium Risk
C12382,Basic,Annual,473.36,14,33.1,3,True,1,Medium Risk
C12383,Basic,Monthly,459.5,33,71.8,0,True,1,Medium Risk
C12384,Premium,Monthly,1042.94,18,18.9,4,True,3,High Risk
C12385,Standard,Annual,799.11,34,48.6,2,True,0,Low Risk
C12387,Premium,Monthly,1260.49,14,52.3,1,True,1,Medium Risk
C12388,Standard,Annual,690.36,19,47.9,2,False,1,Medium Risk
C12389,Standard,Annual,599.81,30,48.0,4,True,1,Medium Risk
C12390,Standard,Monthly,735.01,5,9.2,6,True,4,High Risk
C12391,Basic,Monthly,443.12,21,28.3,4,True,2,Medium Risk
C12392,Standard,Monthly,798.19,23,53.4,2,False,2,Medium Risk
C12393,Basic,Monthly,343.36,22,22.9,7,True,2,Medium Risk
C12394,Basic,Monthly,313.61,32,59.7,1,True,1,Medium Risk
C12395,Premium,Annual,1124.93,25,27.4,3,True,1,Medium Risk
C12399,Standard,Monthly,680.88,1,40.8,3,False,4,High Risk
C12400,Standard,Annual,682.99,36,37.6,3,True,1,Medium Risk
C12401,Basic,Monthly,371.91,20,54.9,2,False,2,Medium Risk
C12402,Premium,Annual,1330.31,28,64.7,2,True,0,Low Risk
C12403,Standard,Annual,852.36,30,54.0,1,True,0,Low Risk
C12404,Basic,Annual,461.25,26,46.9,4,True,1,Medium Risk
C12405,Basic,Monthly,410.11,7,21.5,5,False,4,High Risk
C12406,Basic,Annual,377.61,31,62.6,1,True,0,Low Risk
C12407,Premium,Annual,1368.53,22,69.3,0,True,0,Low Risk
C12408,Premium,Monthly,1426.07,10,21.0,4,True,3,High Risk
C12409,Standard,Annual,859.83,27,32.5,3,False,2,Medium Risk
C12410,Standard,Annual,896.16,23,56.8,2,True,0,Low Risk
C12411,Premium,Monthly,1238.65,27,75.0,1,True,1,Medium Risk
C12413,Standard,Monthly,779.34,12,62.1,1,False,2,Medium Risk
C12414,Basic,Monthly,318.64,21,31.4,3,True,2,Medium Risk
C12415,Basic,Annual,495.69,30,22.4,6,True,1,Medium Risk
C12416,Standard,Annual,691.81,26,31.4,4,True,1,Medium Risk
C12417,Basic,Monthly,309.84,26,16.6,4,False,4,High Risk
C12418,Basic,Monthly,427.96,16,14.1,5,False,4,High Risk
C12419,Standard,Monthly,838.6,12,46.0,3,True,2,Medium Risk
C12420,Standard,Monthly,842.3,24,50.0,3,False,3,High Risk
C12421,Premium,Monthly,1136.93,35,33.9,4,False,3,High Risk
C12424,Premium,Annual,1310.29,35,45.4,2,True,0,Low Risk
C12425,Basic,Annual,495.78,25,38.9,3,True,1,Medium Risk
C12427,Standard,Annual,836.92,31,28.9,3,True,1,Medium Risk
C12428,Basic,Monthly,328.39,6,25.1,3,False,4,High Risk
C12429,Basic,Monthly,442.98,19,35.2,3,False,3,High Risk
C12430,Basic,Monthly,346.51,21,22.0,3,True,2,Medium Risk
C12431,Basic,Monthly,427.15,25,47.8,2,False,2,Medium Risk
C12432,Basic,Annual,305.85,6,14.7,4,True,3,High Risk
C12434,Standard,Monthly,770.4,12,28.5,4,True,2,Medium Risk
C12435,Standard,Monthly,851.08,10,63.3,1,True,2,Medium Risk
C12436,Standard,Annual,658.38,25,21.4,3,False,2,Medium Risk
C12437,Standard,Monthly,859.6,4,69.7,1,True,2,Medium Risk
C12440,Basic,Monthly,455.01,9,53.0,2,False,3,High Risk
C12442,Premium,Monthly,1458.88,10,23.2,5,False,4,High Risk
C12443,Premium,Monthly,1042.83,28,29.3,3,True,2,Medium Risk
C12444,Standard,Monthly,803.96,8,52.6,3,False,4,High Risk
C12445,Standard,Monthly,861.51,5,63.6,2,False,3,High Risk
C12446,Basic,Monthly,470.66,1,27.4,2,True,2,Medium Risk
C12447,Basic,Monthly,334.7,17,33.2,3,False,3,High Risk
C12449,Standard,Annual,629.07,4,53.8,2,True,1,Medium Risk
C12450,Premium,Monthly,1239.1,26,72.4,0,False,2,Medium Risk
C12451,Standard,Monthly,705.21,14,36.7,3,True,2,Medium Risk
C12454,Basic,Monthly,401.59,16,52.4,2,False,2,Medium Risk
C12456,Basic,Annual,369.66,29,2.9,6,False,3,High Risk
C12459,Basic,Monthly,302.78,13,9.4,5,True,3,High Risk
C12460,Basic,Monthly,309.32,34,8.8,4,False,4,High Risk
C12463,Basic,Monthly,323.27,23,51.9,2,True,1,Medium Risk
C12465,Basic,Annual,412.18,27,22.0,4,False,2,Medium Risk
C12466,Premium,Monthly,1069.88,20,51.5,2,True,1,Medium Risk
C12467,Premium,Annual,1382.7,10,56.4,1,False,2,Medium Risk
C12468,Standard,Annual,836.25,29,48.8,2,True,0,Low Risk
C12470,Basic,Monthly,482.31,32,46.4,2,True,1,Medium Risk
C12472,Premium,Monthly,1272.59,4,57.9,3,True,3,High Risk
C12473,Standard,Monthly,652.54,36,40.2,4,False,3,High Risk
C12474,Basic,Annual,408.21,23,50.7,5,False,2,Medium Risk
C12475,Premium,Monthly,1085.34,0,43.2,2,False,3,High Risk
C12477,Basic,Monthly,345.53,12,46.7,3,False,3,High Risk
C12478,Standard,Monthly,754.62,9,49.8,2,True,2,Medium Risk
C12479,Standard,Annual,698.53,25,12.5,5,True,2,Medium Risk
C12481,Basic,Annual,478.87,27,40.2,2,True,0,Low Risk
C12482,Basic,Monthly,454.04,29,76.0,1,True,1,Medium Risk
C12483,Premium,Monthly,1207.34,25,34.4,2,False,2,Medium Risk
C12484,Standard,Annual,705.57,3,24.3,4,True,2,Medium Risk
C12486,Standard,Monthly,770.16,18,80.8,0,True,1,Medium Risk
C12488,Basic,Monthly,327.18,5,44.3,3,False,4,High Risk
C12489,Basic,Monthly,329.4,0,47.7,2,False,3,High Risk
C12491,Premium,Annual,1334.34,29,37.1,4,False,2,Medium Risk
C12493,Standard,Monthly,682.29,13,41.6,2,False,2,Medium Risk
C12494,Premium,Monthly,1339.55,4,33.3,3,False,4,High Risk
C12495,Standard,Annual,635.5,23,43.3,2,True,0,Low Risk
C12496,Standard,Monthly,851.78,9,45.3,2,True,2,Medium Risk
C12497,Basic,Annual,427.49,10,44.4,2,True,1,Medium Risk
C12498,Standard,Monthly,637.02,17,67.8,1,True,1,Medium Risk
C12499,Premium,Annual,1454.47,31,37.0,5,True,1,Medium Risk
C12500,Standard,Monthly,731.8,25,0.0,5,False,4,High Risk
C12501,Premium,Monthly,1355.49,11,51.4,3,False,4,High Risk
C12502,Premium,Annual,1370.69,29,58.8,3,True,1,Medium Risk
C12503,Standard,Monthly,758.02,4,15.1,3,False,5,High Risk
C12504,Standard,Monthly,840.38,16,25.9,4,True,2,Medium Risk
C12505,Premium,Annual,1130.91,10,64.7,1,True,1,Medium Risk
C12506,Basic,Annual,465.94,32,12.6,7,False,3,High Risk
C12507,Premium,Monthly,1242.76,11,52.7,2,False,3,High Risk
C12508,Basic,Monthly,333.16,15,22.8,5,False,3,High Risk
C12510,Premium,Monthly,1432.1,34,66.4,1,True,1,Medium Risk
C12511,Standard,Annual,822.64,21,58.9,2,True,0,Low Risk
C12512,Basic,Monthly,469.64,28,51.6,1,True,1,Medium Risk
C12513,Standard,Monthly,866.81,3,36.4,3,True,3,High Risk
C12515,Standard,Monthly,725.49,22,30.6,5,True,2,Medium Risk
C12516,Basic,Annual,369.11,34,68.0,3,True,1,Medium Risk
C12517,Standard,Monthly,721.23,17,20.0,4,False,3,High Risk
C12518,Standard,Monthly,741.17,28,53.8,2,True,1,Medium Risk
C12519,Standard,Monthly,638.05,8,19.0,6,True,4,High Risk
C12520,Basic,Monthly,351.46,1,29.2,3,False,4,High Risk
C12522,Standard,Annual,809.65,25,31.5,3,True,1,Medium Risk
C12524,Basic,Monthly,420.56,5,45.0,3,True,3,High Risk
C12525,Premium,Annual,1377.83,35,16.1,6,True,2,Medium Risk
C12526,Standard,Monthly,789.04,33,61.0,1,True,1,Medium Risk
C12527,Standard,Annual,805.23,34,51.0,1,True,0,Low Risk
C12528,Premium,Annual,1179.43,23,59.0,1,True,0,Low Risk
C12529,Premium,Monthly,1312.74,10,64.4,2,True,2,Medium Risk
C12530,Standard,Monthly,826.27,23,25.6,4,True,2,Medium Risk
C12531,Basic,Annual,344.64,21,19.9,4,True,2,Medium Risk
C12532,Basic,Monthly,341.8,21,51.8,2,True,1,Medium Risk
C12533,Standard,Monthly,678.95,11,52.9,2,True,2,Medium Risk
C12534,Premium,Monthly,1152.14,36,38.1,4,True,2,Medium Risk
C12535,Basic,Monthly,443.6,12,19.5,6,True,3,High Risk
C12537,Basic,Monthly,480.07,15,65.0,1,True,1,Medium Risk
C12538,Basic,Annual,426.82,17,48.9,2,False,1,Medium Risk
C12539,Basic,Annual,459.38,34,41.0,3,True,1,Medium Risk
C12540,Basic,Annual,321.94,8,63.2,2,True,1,Medium Risk
C12541,Premium,Annual,1217.79,15,35.0,2,True,0,Low Risk
C12542,Basic,Annual,332.51,18,25.3,5,True,1,Medium Risk
C12543,Premium,Annual,1236.4,27,31.3,3,True,1,Medium Risk
C12544,Basic,Monthly,379.18,8,0.0,5,True,4,High Risk
C12547,Standard,Monthly,629.12,17,24.3,4,False,3,High Risk
C12548,Standard,Annual,773.6,24,41.1,3,True,1,Medium Risk
C12549,Basic,Monthly,351.74,22,38.9,3,True,2,Medium Risk
C12551,Premium,Monthly,1099.18,29,42.6,4,False,3,High Risk
C12552,Basic,Monthly,449.08,9,65.5,2,False,3,High Risk
C12553,Basic,Monthly,461.14,6,58.9,1,False,3,High Risk
C12555,Basic,Monthly,371.3,21,27.5,3,False,3,High Risk
C12556,Standard,Monthly,752.03,20,49.5,4,True,2,Medium Risk
C12557,Standard,Monthly,827.51,26,11.3,5,False,4,High Risk
C12558,Basic,Monthly,334.21,1,43.8,2,True,2,Medium Risk
C12561,Premium,Monthly,1058.07,1,6.1,7,False,5,High Risk
C12562,Standard,Monthly,605.04,13,51.3,1,True,1,Medium Risk
C12563,Basic,Annual,475.92,31,58.9,1,True,0,Low Risk
C12564,Premium,Annual,1057.76,20,19.0,4,True,2,Medium Risk
C12566,Standard,Annual,886.22,24,58.3,2,False,1,Medium Risk
C12567,Basic,Monthly,436.8,10,41.4,2,False,3,High Risk
C12568,Basic,Monthly,329.96,20,19.6,5,False,4,High Risk
C12570,Standard,Annual,678.57,20,74.0,2,True,0,Low Risk
C12571,Basic,Monthly,336.66,19,28.2,3,True,2,Medium Risk
C12573,Basic,Monthly,388.47,5,27.7,3,False,4,High Risk
C12574,Premium,Annual,1064.06,28,67.8,3,True,1,Medium Risk
C12577,Basic,Monthly,475.47,26,53.6,2,True,1,Medium Risk
C12578,Basic,Annual,299.36,21,60.7,1,True,0,Low Risk
C12580,Standard,Monthly,757.24,32,43.1,3,False,3,High Risk
C12582,Basic,Annual,481.23,2,17.2,4,False,4,High Risk
C12583,Standard,Monthly,697.87,16,31.7,4,False,3,High Risk
C12584,Standard,Annual,605.48,36,68.2,1,True,0,Low Risk
C12585,Standard,Monthly,637.92,0,50.2,2,True,2,Medium Risk
C12586,Standard,Monthly,876.38,12,68.4,3,False,3,High Risk
C12588,Premium,Monthly,1203.79,29,55.8,3,False,3,High Risk
C12589,Basic,Monthly,457.54,35,58.5,1,False,2,Medium Risk
C12590,Standard,Monthly,732.94,6,46.6,3,False,4,High Risk
C12591,Basic,Monthly,383.5,24,62.4,1,True,1,Medium Risk
C12592,Standard,Monthly,736.47,36,34.7,5,True,2,Medium Risk
C12593,Premium,Monthly,1290.23,30,5.9,4,True,3,High Risk
C12594,Standard,Monthly,793.78,35,38.1,4,True,2,Medium Risk
C12595,Basic,Monthly,439.53,30,49.1,2,False,2,Medium Risk
C12596,Basic,Annual,491.31,1,11.9,4,True,3,High Risk
C12597,Standard,Annual,805.47,35,56.5,1,True,0,Low Risk
C12598,Premium,Monthly,1309.25,7,64.7,1,False,3,High Risk
C12599,Premium,Annual,1394.29,15,18.9,4,False,3,High Risk
C12600,Basic,Monthly,498.02,28,41.4,3,True,2,Medium Risk
C12601,Basic,Monthly,382.04,9,75.3,0,False,3,High Risk
C12602,Basic,Monthly,420.06,17,37.9,2,False,2,Medium Risk
C12605,Basic,Monthly,356.55,19,48.9,1,False,2,Medium Risk
C12606,Premium,Monthly,1299.55,20,17.4,5,False,4,High Risk
C12607,Basic,Monthly,381.09,16,66.9,2,True,1,Medium Risk
C12608,Standard,Annual,891.24,34,11.6,4,True,2,Medium Risk
C12610,Standard,Annual,797.72,31,76.7,0,True,0,Low Risk
C12611,Premium,Annual,1050.21,16,66.8,2,True,0,Low Risk
C12613,Basic,Annual,354.05,19,18.1,4,False,3,High Risk
C12614,Premium,Annual,1082.52,18,67.8,1,True,0,Low Risk
C12615,Basic,Monthly,368.75,5,30.4,3,True,3,High Risk
C12616,Standard,Annual,604.2,9,29.3,3,True,2,Medium Risk
C12617,Basic,Monthly,405.51,30,23.3,4,True,2,Medium Risk
C12618,Basic,Monthly,492.68,17,13.9,4,True,3,High Risk
C12619,Standard,Monthly,848.39,35,53.8,1,False,2,Medium Risk
C12620,Basic,Annual,498.84,18,41.0,3,True,1,Medium Risk
C12621,Standard,Annual,888.03,31,50.9,3,True,1,Medium Risk
C12626,Standard,Monthly,849.82,3,33.5,3,False,4,High Risk
C12628,Standard,Monthly,816.9,34,40.1,2,False,2,Medium Risk
C12629,Basic,Monthly,378.75,11,59.7,2,False,3,High Risk
C12630,Standard,Monthly,733.52,33,51.0,4,False,3,High Risk
C12632,Standard,Annual,876.88,15,25.6,4,False,2,Medium Risk
C12633,Premium,Monthly,1472.1,12,6.1,5,False,4,High Risk
C12634,Standard,Monthly,828.81,10,45.2,2,False,3,High Risk
C12635,Standard,Monthly,885.01,15,16.7,4,True,3,High Risk
C12636,Basic,Annual,419.17,30,22.2,3,True,1,Medium Risk
C12638,Standard,Annual,754.49,19,40.5,3,False,2,Medium Risk
C12639,Standard,Monthly,704.47,21,51.6,4,True,2,Medium Risk
C12640,Standard,Monthly,824.99,9,64.9,1,True,2,Medium Risk
C12641,Standard,Annual,799.45,24,22.3,3,True,1,Medium Risk
C12642,Basic,Annual,406.36,33,31.0,3,False,2,Medium Risk
C12643,Premium,Monthly,1218.8,33,6.0,5,False,4,High Risk
C12644,Standard,Annual,649.93,34,47.9,2,True,0,Low Risk
C12645,Basic,Annual,358.79,33,52.9,2,True,0,Low Risk
C12646,Premium,Monthly,1162.7,14,73.3,0,True,1,Medium Risk
C12648,Basic,Monthly,396.2,3,13.3,5,True,4,High Risk
C12649,Basic,Annual,385.12,34,20.9,4,True,1,Medium Risk
C12650,Basic,Annual,485.09,28,12.0,4,False,3,High Risk
C12651,Basic,Monthly,462.73,10,52.3,1,False,3,High Risk
C12652,Premium,Annual,1365.3,13,14.5,4,True,2,Medium Risk
C12653,Standard,Annual,793.37,7,35.1,3,True,2,Medium Risk
C12655,Standard,Monthly,879.61,6,14.2,6,False,5,High Risk
C12657,Premium,Monthly,1400.25,28,31.5,3,True,2,Medium Risk
C12658,Basic,Monthly,386.14,27,47.1,2,True,1,Medium Risk
C12659,Basic,Monthly,379.61,0,17.4,4,False,5,High Risk
C12660,Basic,Annual,466.47,33,23.7,4,True,1,Medium Risk
C12661,Basic,Monthly,458.96,26,72.9,1,False,2,Medium Risk
C12663,Standard,Monthly,637.34,9,43.2,2,True,2,Medium Risk
C12664,Premium,Monthly,1405.27,8,19.9,4,True,4,High Risk
C12665,Premium,Monthly,1155.93,32,42.5,3,False,3,High Risk
C12666,Basic,Monthly,417.33,5,70.3,1,False,3,High Risk
C12668,Basic,Monthly,442.96,27,69.0,1,True,1,Medium Risk
C12669,Basic,Annual,308.02,8,52.6,2,True,1,Medium Risk
C12670,Basic,Monthly,472.0,15,0.0,6,False,4,High Risk
C12671,Basic,Monthly,381.7,10,8.9,4,True,4,High Risk
C12672,Standard,Monthly,671.09,28,8.1,5,False,4,High Risk
C12673,Basic,Annual,307.22,20,22.5,3,True,1,Medium Risk
C12674,Standard,Monthly,782.34,30,65.9,2,True,1,Medium Risk
C12676,Standard,Monthly,869.99,16,41.2,2,False,2,Medium Risk
C12679,Standard,Monthly,765.93,23,50.5,2,True,1,Medium Risk
C12683,Premium,Annual,1228.87,23,32.7,3,True,1,Medium Risk
C12684,Standard,Monthly,846.56,30,28.1,3,False,3,High Risk
C12686,Standard,Monthly,776.97,0,71.8,1,True,2,Medium Risk
C12687,Basic,Annual,438.15,25,33.2,4,True,1,Medium Risk
C12688,Standard,Annual,823.8,36,25.3,5,True,1,Medium Risk
C12690,Standard,Monthly,700.35,7,70.8,0,False,3,High Risk
C12691,Standard,Monthly,891.47,34,25.6,4,False,3,High Risk
C12692,Premium,Monthly,1136.96,8,21.9,5,False,4,High Risk
C12693,Standard,Annual,676.84,27,66.4,1,True,0,Low Risk
C12695,Premium,Monthly,1043.57,1,26.0,4,True,3,High Risk
C12696,Premium,Monthly,1099.31,31,37.3,3,True,2,Medium Risk
C12697,Basic,Annual,409.99,7,36.6,3,True,2,Medium Risk
C12699,Standard,Monthly,694.49,15,53.0,2,False,2,Medium Risk
C12700,Basic,Monthly,470.98,2,73.8,1,True,2,Medium Risk
C12701,Premium,Annual,1030.45,27,41.9,3,False,2,Medium Risk
C12702,Standard,Annual,841.51,24,34.3,2,True,0,Low Risk
C12704,Basic,Monthly,429.63,31,65.2,3,False,3,High Risk
C12705,Basic,Monthly,475.94,15,15.0,4,False,4,High Risk
C12706,Basic,Annual,442.31,18,51.9,2,True,0,Low Risk
C12707,Basic,Monthly,401.09,1,56.4,3,True,3,High Risk
C12708,Standard,Monthly,702.22,15,46.6,3,False,3,High Risk
C12709,Basic,Annual,328.68,12,47.1,3,True,1,Medium Risk
C12711,Premium,Monthly,1326.58,10,33.7,3,False,4,High Risk
C12712,Standard,Annual,863.76,32,72.1,2,True,0,Low Risk
C12713,Basic,Annual,371.28,27,37.8,3,True,1,Medium Risk
C12714,Basic,Annual,302.94,15,36.2,3,True,1,Medium Risk
C12715,Premium,Monthly,1423.98,7,42.7,2,True,2,Medium Risk
C12717,Basic,Monthly,370.64,25,40.3,3,False,3,High Risk
C12719,Basic,Annual,388.5,25,42.5,3,False,2,Medium Risk
C12720,Standard,Monthly,886.46,20,35.7,3,False,3,High Risk
C12721,Standard,Monthly,888.38,5,15.1,5,False,5,High Risk
C12722,Premium,Monthly,1197.94,22,27.7,4,True,2,Medium Risk
C12723,Standard,Monthly,639.63,3,20.1,3,True,3,High Risk
C12725,Premium,Monthly,1189.92,2,42.4,3,True,3,High Risk
C12729,Basic,Monthly,495.18,12,38.4,3,False,3,High Risk
C12730,Basic,Annual,456.84,31,27.8,4,True,1,Medium Risk
C12731,Premium,Monthly,1301.14,12,57.5,2,True,1,Medium Risk
C12732,Basic,Monthly,437.79,10,49.5,3,False,4,High Risk
C12733,Basic,Monthly,342.4,6,28.9,4,True,3,High Risk
C12734,Standard,Monthly,656.49,5,17.9,4,True,4,High Risk
C12735,Premium,Monthly,1284.16,7,60.2,2,True,2,Medium Risk
C12736,Basic,Monthly,492.13,13,12.6,5,False,4,High Risk
C12737,Premium,Annual,1146.06,30,16.4,4,True,2,Medium Risk
C12738,Basic,Annual,474.59,29,40.7,2,False,1,Medium Risk
C12739,Basic,Annual,339.08,34,69.6,0,True,0,Low Risk
C12740,Basic,Annual,368.98,29,54.3,3,False,2,Medium Risk
C12742,Standard,Annual,764.61,22,33.4,3,True,1,Medium Risk
C12743,Basic,Monthly,459.47,11,44.4,2,True,2,Medium Risk
C12748,Premium,Annual,1373.59,28,31.2,4,True,1,Medium Risk
C12749,Basic,Monthly,418.5,11,51.7,1,True,2,Medium Risk
C12750,Standard,Monthly,620.62,9,52.5,3,False,4,High Risk
C12751,Basic,Annual,485.54,31,39.9,2,True,0,Low Risk
C12752,Premium,Annual,1017.98,29,51.0,2,True,0,Low Risk
C12753,Basic,Annual,306.65,30,80.7,1,True,0,Low Risk
C12754,Standard,Monthly,828.77,33,66.0,1,True,1,Medium Risk
C12755,Standard,Monthly,791.64,12,47.8,2,True,1,Medium Risk
C12756,Premium,Monthly,1403.93,6,26.4,3,False,4,High Risk
C12757,Standard,Monthly,894.26,7,67.8,3,True,3,High Risk
C12758,Basic,Annual,362.24,4,54.1,2,True,1,Medium Risk
C12759,Standard,Annual,717.79,17,43.9,3,True,1,Medium Risk
C12760,Basic,Monthly,488.23,4,67.7,2,True,2,Medium Risk
C12761,Basic,Monthly,377.47,8,56.1,2,True,2,Medium Risk
C12762,Basic,Annual,469.28,32,12.5,5,True,2,Medium Risk
C12763,Standard,Monthly,767.57,1,39.7,4,False,4,High Risk
C12765,Basic,Annual,351.34,31,45.0,3,True,1,Medium Risk
C12766,Standard,Annual,665.53,29,37.6,5,True,1,Medium Risk
C12768,Premium,Monthly,1058.77,3,47.7,3,True,3,High Risk
C12769,Premium,Annual,1015.02,17,22.7,4,False,2,Medium Risk
C12771,Basic,Monthly,349.71,4,17.3,4,True,4,High Risk
C12773,Standard,Monthly,654.47,33,44.8,2,True,1,Medium Risk
C12774,Standard,Monthly,786.66,4,32.4,4,False,4,High Risk
C12775,Standard,Annual,875.45,29,69.5,1,True,0,Low Risk
C12776,Basic,Monthly,326.92,2,48.5,2,False,3,High Risk
C12777,Basic,Monthly,495.08,8,7.2,4,True,4,High Risk
C12778,Basic,Annual,403.9,34,65.6,1,True,0,Low Risk
C12779,Standard,Annual,756.06,18,64.2,1,True,0,Low Risk
C12780,Basic,Monthly,366.65,1,54.8,2,True,2,Medium Risk
C12781,Basic,Monthly,433.39,18,48.7,3,False,3,High Risk
C12783,Basic,Monthly,343.37,26,28.3,4,False,3,High Risk
C12784,Standard,Annual,884.94,8,16.8,4,True,3,High Risk
C12785,Basic,Monthly,486.18,11,21.6,4,False,4,High Risk
C12786,Standard,Annual,637.21,30,43.5,3,False,2,Medium Risk
C12788,Basic,Annual,491.05,30,16.1,4,True,2,Medium Risk
C12789,Basic,Annual,370.84,29,13.1,4,True,2,Medium Risk
C12790,Basic,Monthly,299.98,7,40.3,3,False,4,High Risk
C12791,Premium,Monthly,1253.47,15,40.1,2,False,2,Medium Risk
C12795,Basic,Annual,442.08,17,18.9,3,False,3,High Risk
C12796,Basic,Annual,343.38,30,47.3,2,True,0,Low Risk
C12798,Premium,Annual,1198.94,26,29.9,4,True,1,Medium Risk
C12799,Basic,Monthly,353.06,20,42.6,2,False,2,Medium Risk
C12800,Standard,Annual,749.84,23,24.9,4,False,2,Medium Risk
C12804,Standard,Monthly,659.34,2,55.2,2,False,3,High Risk
C12805,Standard,Annual,689.12,32,41.6,2,True,0,Low Risk
C12806,Premium,Annual,1219.7,34,17.7,4,True,2,Medium Risk
C12807,Premium,Annual,1187.52,10,50.3,1,True,1,Medium Risk
C12808,Standard,Monthly,678.33,20,65.0,1,True,1,Medium Risk
C12809,Basic,Monthly,431.7,10,29.3,4,True,3,High Risk
C12810,Standard,Annual,688.86,22,37.9,3,True,1,Medium Risk
C12811,Standard,Monthly,628.12,15,45.7,2,False,2,Medium Risk
C12812,Basic,Annual,466.58,5,64.0,0,True,1,Medium Risk
C12813,Basic,Annual,392.42,26,78.5,1,True,0,Low Risk
C12817,Basic,Annual,368.69,5,56.2,1,True,1,Medium Risk
C12818,Standard,Monthly,695.5,18,49.3,2,False,2,Medium Risk
